Latitude (decimal degrees):	0.317
Longitude (decimal degrees):	32.593
Elevation (m):	1151
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. (optimum)
Azimuth: -109667705 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20060115:1606,0.0,0.0,0.0,22.95,1.1,0.0
20060115:1706,0.0,0.0,0.0,21.99,1.45,0.0
20060115:1806,0.0,0.0,0.0,21.1,1.52,0.0
20060115:1906,0.0,0.0,0.0,20.5,1.72,0.0
20060115:2006,0.0,0.0,0.0,19.94,1.66,0.0
20060115:2106,0.0,0.0,0.0,19.64,1.52,0.0
20060115:2206,0.0,0.0,0.0,19.68,1.1,0.0
20060115:2306,0.0,0.0,0.0,20.69,0.34,0.0
20060116:0006,0.0,0.0,0.0,19.23,1.1,0.0
20060116:0106,0.0,0.0,0.0,18.26,1.38,0.0
20060116:0206,0.0,0.0,0.0,18.41,1.93,0.0
20060116:0306,0.0,0.0,0.0,17.76,2.34,0.0
20060116:0406,0.0,0.0,0.0,17.79,2.28,0.0
20060116:0506,7.41,20.0,15.49,18.49,1.31,0.0
20060116:0606,53.5,82.0,29.3,19.5,0.97,0.0
20060116:0706,194.11,254.0,42.7,21.23,1.86,0.0
20060116:0806,411.7,525.01,55.15,21.96,2.69,0.0
20060116:0906,508.8,654.01,65.1,22.52,2.69,0.0
20060116:1006,541.3,713.02,68.67,23.41,1.31,0.0
20060116:1106,584.23,782.03,63.17,21.8,0.21,0.0
20060116:1206,596.65,775.04,52.4,21.2,1.31,0.0
20060116:1306,212.76,278.0,39.64,21.14,0.83,0.0
20060116:1406,42.64,69.0,26.12,21.68,0.28,0.0
20060116:1506,4.33,15.0,12.25,21.65,0.07,0.0
20060116:1606,0.0,0.0,0.0,21.3,0.21,0.0
20060116:1706,0.0,0.0,0.0,20.84,0.34,0.0
20060116:1806,0.0,0.0,0.0,19.66,1.03,0.0
20060116:1906,0.0,0.0,0.0,19.87,0.97,0.0
20060116:2006,0.0,0.0,0.0,20.55,0.55,0.0
20060116:2106,0.0,0.0,0.0,20.45,0.14,0.0
20060116:2206,0.0,0.0,0.0,20.04,0.76,0.0
20060116:2306,0.0,0.0,0.0,18.15,1.24,0.0
20060117:0006,0.0,0.0,0.0,19.31,0.69,0.0
20060117:0106,0.0,0.0,0.0,19.15,0.69,0.0
20060117:0206,0.0,0.0,0.0,18.08,1.17,0.0
20060117:0306,0.0,0.0,0.0,18.04,1.31,0.0
20060117:0406,0.0,0.0,0.0,18.05,1.52,0.0
20060117:0506,76.41,111.0,15.43,18.74,1.17,0.0
20060117:0606,97.18,136.0,29.26,20.29,0.97,0.0
20060117:0706,135.22,183.0,42.7,20.67,0.28,0.0
20060117:0806,532.91,696.03,55.19,21.01,0.69,0.0
20060117:0906,677.11,899.04,65.22,21.45,1.1,0.0
20060117:1006,521.91,686.01,68.87,22.15,0.9,0.0
20060117:1106,582.21,773.03,63.37,22.83,0.83,0.0
20060117:1206,634.64,850.05,52.56,23.58,0.62,0.0
20060117:1306,458.35,605.03,39.78,23.83,0.14,0.0
20060117:1406,18.42,37.0,26.23,23.84,0.34,0.0
20060117:1506,58.78,92.0,12.35,23.47,0.9,0.0
20060117:1606,0.0,0.0,0.0,22.53,1.79,0.0
20060117:1706,0.0,0.0,0.0,21.57,2.0,0.0
20060117:1806,0.0,0.0,0.0,20.71,2.21,0.0
20060117:1906,0.0,0.0,0.0,20.36,1.59,0.0
20060117:2006,0.0,0.0,0.0,19.74,1.38,0.0
20060117:2106,0.0,0.0,0.0,19.5,1.17,0.0
20060117:2206,0.0,0.0,0.0,19.78,0.9,0.0
20060117:2306,0.0,0.0,0.0,19.41,0.97,0.0
20060118:0006,0.0,0.0,0.0,18.6,1.24,0.0
20060118:0106,0.0,0.0,0.0,18.49,1.38,0.0
20060118:0206,0.0,0.0,0.0,18.34,1.45,0.0
20060118:0306,0.0,0.0,0.0,17.79,1.66,0.0
20060118:0406,0.0,0.0,0.0,17.66,1.72,0.0
20060118:0506,30.11,52.0,15.38,18.9,1.59,0.0
20060118:0606,336.19,432.04,29.23,22.09,2.34,0.0
20060118:0706,525.1,673.05,42.69,23.16,2.34,0.0
20060118:0806,550.85,715.03,55.24,23.95,2.28,0.0
20060118:0906,370.54,480.0,65.34,24.38,2.48,0.0
20060118:1006,355.96,457.0,69.07,22.3,2.41,0.0
20060118:1106,104.12,146.0,63.57,23.34,2.0,0.0
20060118:1206,258.8,338.0,52.73,24.29,2.14,0.0
20060118:1306,310.4,403.01,39.92,24.68,2.0,0.0
20060118:1406,316.53,419.03,26.34,24.41,1.31,0.0
20060118:1506,4.27,15.0,12.44,23.65,0.62,0.0
20060118:1606,0.0,0.0,0.0,22.98,0.55,0.0
20060118:1706,0.0,0.0,0.0,21.93,0.62,0.0
20060118:1806,0.0,0.0,0.0,20.63,1.45,0.0
20060118:1906,0.0,0.0,0.0,20.29,2.14,0.0
20060118:2006,0.0,0.0,0.0,20.29,2.21,0.0
20060118:2106,0.0,0.0,0.0,20.03,2.21,0.0
20060118:2206,0.0,0.0,0.0,19.73,2.14,0.0
20060118:2306,0.0,0.0,0.0,19.43,2.07,0.0
20060119:0006,0.0,0.0,0.0,19.07,2.0,0.0
20060119:0106,0.0,0.0,0.0,18.62,1.79,0.0
20060119:0206,0.0,0.0,0.0,18.27,1.93,0.0
20060119:0306,0.0,0.0,0.0,18.61,2.83,0.0
20060119:0406,0.0,0.0,0.0,18.8,3.1,0.0
20060119:0506,77.05,112.0,15.33,19.71,2.55,0.0
20060119:0606,279.22,357.02,29.2,21.15,3.1,0.0
20060119:0706,379.76,484.02,42.7,22.45,2.62,0.0
20060119:0806,566.21,725.03,55.29,23.1,3.24,0.0
20060119:0906,146.09,195.0,65.47,21.49,3.66,0.0
20060119:1006,177.64,234.0,69.29,22.11,3.1,0.0
20060119:1106,538.84,692.02,63.78,23.4,3.38,0.0
20060119:1206,571.22,731.03,52.9,23.61,3.45,0.0
20060119:1306,523.61,666.04,40.06,23.88,3.45,0.0
20060119:1406,328.32,427.03,26.46,23.48,3.31,0.0
20060119:1506,108.64,174.02,12.53,22.95,2.41,0.0
20060119:1606,0.0,0.0,0.0,22.22,1.79,0.0
20060119:1706,0.0,0.0,0.0,21.43,1.93,0.0
20060119:1806,0.0,0.0,0.0,20.69,2.14,0.0
20060119:1906,0.0,0.0,0.0,20.81,2.76,0.0
20060119:2006,0.0,0.0,0.0,20.55,2.48,0.0
20060119:2106,0.0,0.0,0.0,20.14,2.21,0.0
20060119:2206,0.0,0.0,0.0,19.52,1.86,0.0
20060119:2306,0.0,0.0,0.0,18.74,1.52,0.0
20060120:0006,0.0,0.0,0.0,18.46,1.38,0.0
20060120:0106,0.0,0.0,0.0,18.0,2.0,0.0
20060120:0206,0.0,0.0,0.0,18.7,2.9,0.0
20060120:0306,0.0,0.0,0.0,19.27,2.62,0.0
20060120:0406,0.0,0.0,0.0,19.4,2.41,0.0
20060120:0506,144.69,210.03,15.28,20.13,1.72,0.0
20060120:0606,356.19,461.05,29.18,22.69,1.79,0.0
20060120:0706,486.7,627.04,42.71,23.98,2.14,0.0
20060120:0806,602.68,787.04,55.34,24.99,2.48,0.0
20060120:0906,723.52,961.05,65.61,25.77,2.69,0.0
20060120:1006,764.39,1020.05,69.5,25.92,2.83,0.0
20060120:1106,719.18,956.05,63.99,25.98,2.62,0.0
20060120:1206,618.2,815.04,53.07,26.22,2.21,0.0
20060120:1306,0.0,0.0,0.0,26.16,1.79,0.0
20060120:1406,110.71,156.0,26.57,25.83,1.45,0.0
20060120:1506,105.86,170.02,12.62,25.21,1.52,0.0
20060120:1606,0.0,0.0,0.0,24.04,2.21,0.0
20060120:1706,0.0,0.0,0.0,22.94,2.34,0.0
20060120:1806,0.0,0.0,0.0,22.28,2.14,0.0
20060120:1906,0.0,0.0,0.0,21.42,1.86,0.0
20060120:2006,0.0,0.0,0.0,20.26,1.52,0.0
20060120:2106,0.0,0.0,0.0,19.36,1.66,0.0
20060120:2206,0.0,0.0,0.0,18.77,1.66,0.0
20060120:2306,0.0,0.0,0.0,18.54,1.52,0.0
20060121:0006,0.0,0.0,0.0,20.0,0.76,0.0
20060121:0106,0.0,0.0,0.0,19.29,1.1,0.0
20060121:0206,0.0,0.0,0.0,18.21,1.52,0.0
20060121:0306,0.0,0.0,0.0,18.24,1.38,0.0
20060121:0406,0.0,0.0,0.0,18.33,1.24,0.0
20060121:0506,155.55,229.04,15.23,19.25,1.1,0.0
20060121:0606,299.6,389.03,29.16,22.31,1.17,0.0
20060121:0706,369.98,480.02,42.72,23.89,1.31,0.0
20060121:0806,606.9,797.04,55.4,24.59,1.93,0.0
20060121:0906,723.4,973.05,65.75,25.24,1.79,0.0
20060121:1006,729.75,983.05,69.73,25.95,2.07,0.0
20060121:1106,556.54,731.02,64.2,25.88,2.48,0.0
20060121:1206,306.75,400.0,53.23,25.27,2.28,0.0
20060121:1306,193.46,258.0,40.33,25.44,1.93,0.0
20060121:1406,31.32,55.0,26.68,25.5,1.93,0.0
20060121:1506,38.82,65.0,12.71,24.9,1.93,0.0
20060121:1606,0.0,0.0,0.0,23.87,2.48,0.0
20060121:1706,0.0,0.0,0.0,23.05,2.69,0.0
20060121:1806,0.0,0.0,0.0,22.75,2.62,0.0
20060121:1906,0.0,0.0,0.0,22.8,2.28,0.0
20060121:2006,0.0,0.0,0.0,22.59,1.86,0.0
20060121:2106,0.0,0.0,0.0,22.25,1.79,0.0
20060121:2206,0.0,0.0,0.0,22.08,2.14,0.0
20060121:2306,0.0,0.0,0.0,21.53,2.21,0.0
20060122:0006,0.0,0.0,0.0,20.87,2.34,0.0
20060122:0106,0.0,0.0,0.0,20.26,2.07,0.0
20060122:0206,0.0,0.0,0.0,19.74,1.79,0.0
20060122:0306,0.0,0.0,0.0,19.04,1.52,0.0
20060122:0406,0.0,0.0,0.0,18.72,1.52,0.0
20060122:0506,154.58,228.04,15.19,19.67,1.59,0.0
20060122:0606,372.93,483.05,29.14,22.91,1.93,0.0
20060122:0706,559.84,718.06,42.73,23.69,2.62,0.0
20060122:0806,683.83,888.05,55.47,24.73,3.24,0.0
20060122:0906,763.89,1006.05,65.89,25.34,3.38,0.0
20060122:1006,780.26,1040.05,69.96,25.98,3.03,0.0
20060122:1106,730.97,976.05,64.41,26.35,2.55,0.0
20060122:1206,653.16,865.04,53.4,26.55,2.21,0.0
20060122:1306,503.03,658.04,40.46,26.46,1.86,0.0
20060122:1406,324.15,431.03,26.79,26.08,1.59,0.0
20060122:1506,110.23,177.02,12.8,25.23,1.52,0.0
20060122:1606,0.0,0.0,0.0,23.76,1.86,0.0
20060122:1706,0.0,0.0,0.0,22.37,2.0,0.0
20060122:1806,0.0,0.0,0.0,21.19,1.86,0.0
20060122:1906,0.0,0.0,0.0,20.48,2.34,0.0
20060122:2006,0.0,0.0,0.0,20.23,2.48,0.0
20060122:2106,0.0,0.0,0.0,19.75,2.48,0.0
20060122:2206,0.0,0.0,0.0,19.03,2.14,0.0
20060122:2306,0.0,0.0,0.0,18.41,1.38,0.0
20060123:0006,0.0,0.0,0.0,19.93,0.21,0.0
20060123:0106,0.0,0.0,0.0,19.65,0.55,0.0
20060123:0206,0.0,0.0,0.0,19.58,0.76,0.0
20060123:0306,0.0,0.0,0.0,19.74,0.9,0.0
20060123:0406,0.0,0.0,0.0,18.64,1.24,0.0
20060123:0506,145.45,211.03,15.15,18.9,1.59,0.0
20060123:0606,364.2,473.05,29.12,23.52,1.93,0.0
20060123:0706,545.08,699.05,42.75,25.2,3.38,0.0
20060123:0806,683.34,884.05,55.53,25.99,4.21,0.0
20060123:0906,765.76,1002.05,66.04,26.43,4.41,0.0
20060123:1006,784.65,1036.05,70.19,26.58,4.0,0.0
20060123:1106,744.27,983.05,64.63,26.98,3.66,0.0
20060123:1206,658.17,862.04,53.57,27.26,3.38,0.0
20060123:1306,514.18,667.04,40.59,27.14,3.03,0.0
20060123:1406,323.64,428.03,26.89,26.64,2.69,0.0
20060123:1506,111.51,179.02,12.88,25.66,2.14,0.0
20060123:1606,0.0,0.0,0.0,24.1,2.0,0.0
20060123:1706,0.0,0.0,0.0,22.65,1.93,0.0
20060123:1806,0.0,0.0,0.0,21.47,2.14,0.0
20060123:1906,0.0,0.0,0.0,20.91,2.69,0.0
20060123:2006,0.0,0.0,0.0,20.54,2.76,0.0
20060123:2106,0.0,0.0,0.0,20.1,2.55,0.0
20060123:2206,0.0,0.0,0.0,19.47,2.21,0.0
20060123:2306,0.0,0.0,0.0,18.75,1.72,0.0
20060124:0006,0.0,0.0,0.0,18.65,1.45,0.0
20060124:0106,0.0,0.0,0.0,18.73,1.45,0.0
20060124:0206,0.0,0.0,0.0,18.86,1.38,0.0
20060124:0306,0.0,0.0,0.0,18.0,1.72,0.0
20060124:0406,0.0,0.0,0.0,18.33,1.66,0.0
20060124:0506,142.66,209.03,15.11,20.44,0.97,0.0
20060124:0606,360.52,472.05,29.11,23.94,1.24,0.0
20060124:0706,541.92,700.05,42.77,25.62,2.83,0.0
20060124:0806,674.57,880.05,55.61,26.45,3.59,0.0
20060124:0906,756.0,997.05,66.2,27.01,3.93,0.0
20060124:1006,779.45,1037.05,70.43,27.43,3.72,0.0
20060124:1106,736.38,979.05,64.85,27.32,3.24,0.0
20060124:1206,653.01,864.04,53.74,27.64,2.69,0.0
20060124:1306,507.55,666.04,40.73,27.65,2.14,0.0
20060124:1406,318.59,425.03,27.0,27.32,1.79,0.0
20060124:1506,110.16,176.02,12.97,26.44,1.66,0.0
20060124:1606,0.0,0.0,0.0,24.84,2.0,0.0
20060124:1706,0.0,0.0,0.0,23.33,2.0,0.0
20060124:1806,0.0,0.0,0.0,22.26,2.34,0.0
20060124:1906,0.0,0.0,0.0,21.58,2.55,0.0
20060124:2006,0.0,0.0,0.0,20.81,2.34,0.0
20060124:2106,0.0,0.0,0.0,19.85,2.0,0.0
20060124:2206,0.0,0.0,0.0,18.89,1.72,0.0
20060124:2306,0.0,0.0,0.0,18.87,1.38,0.0
20060125:0006,0.0,0.0,0.0,19.09,1.31,0.0
20060125:0106,0.0,0.0,0.0,18.37,1.59,0.0
20060125:0206,0.0,0.0,0.0,18.1,1.66,0.0
20060125:0306,0.0,0.0,0.0,18.58,1.38,0.0
20060125:0406,0.0,0.0,0.0,19.62,1.1,0.0
20060125:0506,145.53,213.03,15.08,19.48,1.31,0.0
20060125:0606,362.76,472.05,29.1,23.89,1.93,0.0
20060125:0706,546.91,704.05,42.79,25.43,3.1,0.0
20060125:0806,681.79,885.05,55.68,26.66,4.21,0.0
20060125:0906,763.11,1004.05,66.36,27.34,4.34,0.0
20060125:1006,780.89,1039.05,70.68,27.89,3.93,0.0
20060125:1106,739.5,986.05,65.08,28.31,3.45,0.0
20060125:1206,640.03,848.04,53.91,28.53,2.9,0.0
20060125:1306,511.06,671.04,40.86,28.2,2.34,0.0
20060125:1406,320.04,427.03,27.1,27.83,2.07,0.0
20060125:1506,111.91,179.02,13.05,26.71,2.0,0.0
20060125:1606,0.0,0.0,0.0,25.02,2.28,0.0
20060125:1706,0.0,0.0,0.0,23.68,2.28,0.0
20060125:1806,0.0,0.0,0.0,22.61,2.21,0.0
20060125:1906,0.0,0.0,0.0,21.41,2.14,0.0
20060125:2006,0.0,0.0,0.0,20.23,2.07,0.0
20060125:2106,0.0,0.0,0.0,19.26,1.93,0.0
20060125:2206,0.0,0.0,0.0,18.66,2.14,0.0
20060125:2306,0.0,0.0,0.0,18.8,2.41,0.0
20060126:0006,0.0,0.0,0.0,18.87,2.62,0.0
20060126:0106,0.0,0.0,0.0,18.76,2.62,0.0
20060126:0206,0.0,0.0,0.0,18.29,2.34,0.0
20060126:0306,0.0,0.0,0.0,17.81,1.93,0.0
20060126:0406,0.0,0.0,0.0,18.55,1.45,0.0
20060126:0506,141.13,206.03,15.04,19.69,1.31,0.0
20060126:0606,361.02,469.05,29.09,23.9,2.14,0.0
20060126:0706,546.71,704.05,42.82,25.89,3.31,0.0
20060126:0806,676.27,881.05,55.76,26.73,3.86,0.0
20060126:0906,752.53,1000.05,66.52,27.14,3.38,0.0
20060126:1006,771.74,1041.05,70.93,27.85,2.9,0.0
20060126:1106,730.64,988.04,65.3,28.41,2.48,0.0
20060126:1206,636.05,854.04,54.08,28.73,2.0,0.0
20060126:1306,506.95,670.04,40.99,28.42,1.86,0.0
20060126:1406,322.11,431.03,27.2,28.28,1.93,0.0
20060126:1506,109.48,174.02,13.12,27.24,1.93,0.0
20060126:1606,0.0,0.0,0.0,25.46,2.41,0.0
20060126:1706,0.0,0.0,0.0,24.02,2.55,0.0
20060126:1806,0.0,0.0,0.0,23.16,2.69,0.0
20060126:1906,0.0,0.0,0.0,22.6,2.76,0.0
20060126:2006,0.0,0.0,0.0,21.93,2.48,0.0
20060126:2106,0.0,0.0,0.0,20.88,2.07,0.0
20060126:2206,0.0,0.0,0.0,19.97,1.66,0.0
20060126:2306,0.0,0.0,0.0,18.6,2.07,0.0
20060127:0006,0.0,0.0,0.0,18.1,2.28,0.0
20060127:0106,0.0,0.0,0.0,17.98,2.34,0.0
20060127:0206,0.0,0.0,0.0,17.99,2.28,0.0
20060127:0306,0.0,0.0,0.0,17.72,2.21,0.0
20060127:0406,0.0,0.0,0.0,17.24,2.14,0.0
20060127:0506,141.41,205.03,15.01,18.4,1.38,0.0
20060127:0606,355.39,464.04,29.09,22.74,0.9,0.0
20060127:0706,530.44,700.05,42.85,24.83,0.83,0.0
20060127:0806,658.42,882.05,55.84,26.34,1.59,0.0
20060127:0906,739.94,1001.05,66.69,27.5,2.28,0.0
20060127:1006,761.79,1037.05,71.19,28.2,2.41,0.0
20060127:1106,726.6,990.04,65.53,28.52,2.07,0.0
20060127:1206,644.32,866.04,54.25,28.54,1.93,0.0
20060127:1306,509.84,671.04,41.12,28.38,2.21,0.0
20060127:1406,320.86,426.03,27.3,27.83,2.69,0.0
20060127:1506,112.54,178.02,13.2,26.73,2.62,0.0
20060127:1606,0.0,0.0,0.0,25.15,2.62,0.0
20060127:1706,0.0,0.0,0.0,23.93,2.76,0.0
20060127:1806,0.0,0.0,0.0,23.12,2.83,0.0
20060127:1906,0.0,0.0,0.0,22.73,2.83,0.0
20060127:2006,0.0,0.0,0.0,22.22,2.34,0.0
20060127:2106,0.0,0.0,0.0,21.87,1.31,0.0
20060127:2206,0.0,0.0,0.0,19.83,1.93,0.0
20060127:2306,0.0,0.0,0.0,19.45,2.69,0.0
20060128:0006,0.0,0.0,0.0,19.36,2.76,0.0
20060128:0106,0.0,0.0,0.0,19.12,2.28,0.0
20060128:0206,0.0,0.0,0.0,18.61,1.59,0.0
20060128:0306,0.0,0.0,0.0,19.36,0.97,0.0
20060128:0406,0.0,0.0,0.0,20.27,0.76,0.0
20060128:0506,137.31,202.03,14.99,20.67,0.28,0.0
20060128:0606,348.28,459.04,29.09,23.44,0.34,0.0
20060128:0706,515.3,689.05,42.88,25.35,0.21,0.0
20060128:0806,636.66,873.05,55.93,27.03,0.55,0.0
20060128:0906,708.08,970.05,66.87,28.05,1.59,0.0
20060128:1006,749.31,1033.05,71.45,28.55,1.79,0.0
20060128:1106,712.78,981.04,65.76,28.63,1.52,0.0
20060128:1206,612.8,825.04,54.42,28.53,1.66,0.0
20060128:1306,240.62,321.0,41.24,28.28,2.0,0.0
20060128:1406,280.63,373.02,27.4,27.4,2.14,0.0
20060128:1506,116.97,186.02,13.27,26.42,2.48,0.0
20060128:1606,0.0,0.0,0.0,25.31,2.69,0.0
20060128:1706,0.0,0.0,0.0,24.3,3.03,0.0
20060128:1806,0.0,0.0,0.0,23.84,3.03,0.0
20060128:1906,0.0,0.0,0.0,23.73,3.17,0.0
20060128:2006,0.0,0.0,0.0,23.32,2.97,0.0
20060128:2106,0.0,0.0,0.0,22.69,2.28,0.0
20060128:2206,0.0,0.0,0.0,21.81,2.34,0.0
20060128:2306,0.0,0.0,0.0,21.3,3.24,0.0
20060129:0006,0.0,0.0,0.0,21.04,2.83,0.0
20060129:0106,0.0,0.0,0.0,20.82,2.14,0.0
20060129:0206,0.0,0.0,0.0,20.41,1.72,0.0
20060129:0306,0.0,0.0,0.0,19.5,1.24,0.0
20060129:0406,0.0,0.0,0.0,19.76,0.97,0.0
20060129:0506,118.76,171.02,14.97,20.15,1.38,0.0
20060129:0606,332.21,431.04,29.09,23.09,1.72,0.0
20060129:0706,511.03,659.04,42.92,24.48,2.34,0.0
20060129:0806,610.0,802.04,56.02,25.64,2.28,0.0
20060129:0906,274.99,363.0,67.05,26.45,1.86,0.0
20060129:1006,719.49,989.04,71.72,27.45,1.45,0.0
20060129:1106,381.93,508.0,65.99,27.92,1.45,0.0
20060129:1206,477.26,631.01,54.59,28.07,2.14,0.0
20060129:1306,88.52,129.0,41.37,27.44,2.41,0.0
20060129:1406,190.83,256.0,27.49,26.49,2.34,0.0
20060129:1506,113.9,179.02,13.34,25.72,1.52,0.0
20060129:1606,0.0,0.0,0.0,24.75,1.24,0.0
20060129:1706,0.0,0.0,0.0,23.51,1.17,0.0
20060129:1806,0.0,0.0,0.0,22.29,1.38,0.0
20060129:1906,0.0,0.0,0.0,21.49,1.38,0.0
20060129:2006,0.0,0.0,0.0,21.02,1.38,0.0
20060129:2106,0.0,0.0,0.0,20.33,1.59,0.0
20060129:2206,0.0,0.0,0.0,20.06,1.86,0.0
20060129:2306,0.0,0.0,0.0,19.79,1.93,0.0
20060130:0006,0.0,0.0,0.0,19.55,2.0,0.0
20060130:0106,0.0,0.0,0.0,19.25,1.79,0.0
20060130:0206,0.0,0.0,0.0,19.4,1.45,0.0
20060130:0306,0.0,0.0,0.0,20.86,0.76,0.0
20060130:0406,0.0,0.0,0.0,20.49,0.34,0.0
20060130:0506,111.27,161.01,14.95,20.93,0.34,0.0
20060130:0606,291.87,385.02,29.1,23.39,0.07,0.0
20060130:0706,436.8,569.03,42.96,25.08,1.52,0.0
20060130:0806,632.37,855.04,56.11,26.32,0.97,0.0
20060130:0906,611.51,843.03,67.23,26.94,0.41,0.0
20060130:1006,625.5,868.03,72.0,27.37,0.41,0.0
20060130:1106,99.9,144.0,66.22,27.92,1.03,0.0
20060130:1206,110.44,157.0,54.75,27.8,1.45,0.0
20060130:1306,43.8,72.0,41.49,27.26,1.66,0.0
20060130:1406,73.44,110.0,27.58,26.95,1.24,0.0
20060130:1506,101.99,156.01,13.41,24.95,1.59,0.0
20060130:1606,0.0,0.0,0.0,23.87,0.9,0.0
20060130:1706,0.0,0.0,0.0,23.21,1.03,0.0
20060130:1806,0.0,0.0,0.0,22.3,1.38,0.0
20060130:1906,0.0,0.0,0.0,21.57,1.45,0.0
20060130:2006,0.0,0.0,0.0,21.4,1.24,0.0
20060130:2106,0.0,0.0,0.0,20.98,1.31,0.0
20060130:2206,0.0,0.0,0.0,20.15,1.79,0.0
20060130:2306,0.0,0.0,0.0,20.15,2.07,0.0
20060131:0006,0.0,0.0,0.0,20.08,1.86,0.0
20060131:0106,0.0,0.0,0.0,20.01,1.52,0.0
20060131:0206,0.0,0.0,0.0,19.89,1.45,0.0
20060131:0306,0.0,0.0,0.0,19.47,1.59,0.0
20060131:0406,0.0,0.0,0.0,18.72,1.24,0.0
20060131:0506,27.7,49.0,14.93,19.59,0.76,0.0
20060131:0606,223.3,291.01,29.11,21.76,1.59,0.0
20060131:0706,422.04,546.02,43.0,22.51,0.97,0.0
20060131:0806,291.19,384.0,56.21,24.36,0.41,0.0
20060131:0906,225.0,300.0,67.41,25.34,0.55,0.0
20060131:1006,301.58,400.0,72.27,26.01,0.76,0.0
20060131:1106,264.16,350.0,66.45,26.62,1.59,0.0
20060131:1206,335.0,437.0,54.92,25.86,2.41,0.0
20060131:1306,441.47,568.02,41.61,24.45,2.41,0.0
20060131:1406,291.17,382.02,27.67,24.45,1.72,0.0
20060131:1506,75.3,114.0,13.47,23.93,1.59,0.0
20060131:1606,0.0,0.0,0.0,23.19,1.93,0.0
20060131:1706,0.0,0.0,0.0,22.48,2.07,0.0
20060131:1806,0.0,0.0,0.0,21.95,1.93,0.0
20060131:1906,0.0,0.0,0.0,22.06,1.93,0.0
20060131:2006,0.0,0.0,0.0,21.37,1.52,0.0
20060131:2106,0.0,0.0,0.0,22.09,0.83,0.0
20060131:2206,0.0,0.0,0.0,21.86,0.41,0.0
20060131:2306,0.0,0.0,0.0,21.65,0.62,0.0
20060201:0006,0.0,0.0,0.0,21.12,0.76,0.0
20060201:0106,0.0,0.0,0.0,19.67,1.52,0.0
20060201:0206,0.0,0.0,0.0,19.43,1.86,0.0
20060201:0306,0.0,0.0,0.0,19.54,2.07,0.0
20060201:0406,0.0,0.0,0.0,19.21,1.86,0.0
20060201:0506,21.73,41.0,14.91,19.98,1.72,0.0
20060201:0606,22.28,42.0,29.12,21.54,1.86,0.0
20060201:0706,37.37,62.0,43.05,21.46,2.28,0.0
20060201:0806,265.34,344.0,56.31,22.4,1.72,0.0
20060201:0906,189.39,250.0,67.61,22.99,2.21,0.0
20060201:1006,131.22,178.0,72.56,22.51,3.31,0.0
20060201:1106,101.3,141.0,66.68,21.31,3.17,0.0
20060201:1206,334.84,430.0,55.08,21.64,1.72,0.0
20060201:1306,272.64,354.0,41.73,22.63,1.17,0.0
20060201:1406,301.76,395.02,27.76,22.89,0.97,0.0
20060201:1506,115.62,178.02,13.54,22.89,0.55,0.0
20060201:1606,0.0,0.0,0.0,22.39,0.9,0.0
20060201:1706,0.0,0.0,0.0,21.4,1.38,0.0
20060201:1806,0.0,0.0,0.0,20.24,1.31,0.0
20060201:1906,0.0,0.0,0.0,20.22,2.21,0.0
20060201:2006,0.0,0.0,0.0,20.19,2.28,0.0
20060201:2106,0.0,0.0,0.0,20.36,2.41,0.0
20060201:2206,0.0,0.0,0.0,20.42,2.48,0.0
20060201:2306,0.0,0.0,0.0,20.48,2.34,0.0
20060202:0006,0.0,0.0,0.0,20.47,2.34,0.0
20060202:0106,0.0,0.0,0.0,20.41,2.21,0.0
20060202:0206,0.0,0.0,0.0,20.23,2.14,0.0
20060202:0306,0.0,0.0,0.0,20.17,2.62,0.0
20060202:0406,0.0,0.0,0.0,20.27,2.41,0.0
20060202:0506,20.18,39.0,14.9,20.88,2.0,0.0
20060202:0606,155.74,208.0,29.14,22.41,2.55,0.0
20060202:0706,460.9,584.03,43.1,22.36,3.1,0.0
20060202:0806,552.51,709.02,56.41,22.92,2.9,0.0
20060202:0906,759.3,1008.05,67.8,24.24,2.48,0.0
20060202:1006,748.12,1000.04,72.85,25.3,2.48,0.0
20060202:1106,724.71,962.04,66.92,25.76,2.76,0.0
20060202:1206,664.27,870.04,55.24,26.05,2.97,0.0
20060202:1306,531.8,687.03,41.84,26.08,2.97,0.0
20060202:1406,336.23,442.03,27.84,25.78,2.34,0.0
20060202:1506,118.22,184.02,13.6,25.14,1.59,0.0
20060202:1606,0.0,0.0,0.0,24.32,1.31,0.0
20060202:1706,0.0,0.0,0.0,23.13,1.72,0.0
20060202:1806,0.0,0.0,0.0,22.42,2.28,0.0
20060202:1906,0.0,0.0,0.0,22.06,2.69,0.0
20060202:2006,0.0,0.0,0.0,21.77,2.76,0.0
20060202:2106,0.0,0.0,0.0,21.54,2.48,0.0
20060202:2206,0.0,0.0,0.0,21.26,2.14,0.0
20060202:2306,0.0,0.0,0.0,20.88,1.86,0.0
20060203:0006,0.0,0.0,0.0,20.44,1.59,0.0
20060203:0106,0.0,0.0,0.0,20.53,1.24,0.0
20060203:0206,0.0,0.0,0.0,21.28,0.83,0.0
20060203:0306,0.0,0.0,0.0,20.66,0.9,0.0
20060203:0406,0.0,0.0,0.0,20.53,0.55,0.0
