,usecase,timeframe,time_req,distance,consumption,speed,subfleets,dtime_active,energy_req,dtime_idle,dtime_patience
288,taxi,weekday,2018-01-25 11:45:00+01:00,5.872192258853871,250,28,"['bev', 'icev']",0 days 00:12:34.996147567,1468.0480647134677,0 days 02:49:05.125339178,0 days 01:00:00
289,taxi,weekday,2018-01-25 12:45:00+01:00,2.822578816990895,250,28,"['bev', 'icev']",0 days 00:06:02.902990755,705.6447042477238,0 days 01:10:27.081019678,0 days 01:00:00
290,taxi,weekday,2018-01-25 13:30:00+01:00,6.8524613688535565,250,28,"['bev', 'icev']",0 days 00:14:41.030747422,1713.115342213389,0 days 01:20:10.632133665,0 days 01:00:00
291,taxi,weekday,2018-01-25 13:45:00+01:00,7.665450730388687,250,28,"['bev', 'icev']",0 days 00:16:25.557951050,1916.362682597172,0 days 01:16:53.088455586,0 days 01:00:00
292,taxi,weekday,2018-01-25 14:00:00+01:00,5.0354473599256275,250,28,"['bev', 'icev']",0 days 00:10:47.414660563,1258.8618399814068,0 days 00:30:48.573921146,0 days 01:00:00
293,taxi,weekday,2018-01-25 15:30:00+01:00,7.59095059895551,250,28,"['bev', 'icev']",0 days 00:16:15.979362722,1897.7376497388775,0 days 00:44:41.506946404,0 days 01:00:00
294,goods,weekday,2018-01-26 05:30:00+01:00,4.869359234509187,300,22,"['bev', 'icev']",0 days 00:13:16.804238376,1460.8077703527563,0 days 01:10:04.664004924,0 days 01:00:00
295,taxi,weekday,2018-01-26 05:30:00+01:00,5.770983877676555,250,28,"['bev', 'icev']",0 days 00:12:21.983641416,1442.7459694191386,0 days 01:34:11.334423090,0 days 01:00:00
296,taxi,weekday,2018-01-26 06:30:00+01:00,4.507851070164582,250,28,"['bev', 'icev']",0 days 00:09:39.580851877,1126.9627675411455,0 days 00:31:50.177275266,0 days 01:00:00
297,taxi,weekday,2018-01-26 06:45:00+01:00,5.10302559122066,250,28,"['bev', 'icev']",0 days 00:10:56.103290299,1275.7563978051649,0 days 00:45:14.721677031,0 days 01:00:00
298,taxi,weekday,2018-01-26 08:45:00+01:00,4.0128846304489265,250,28,"['bev', 'icev']",0 days 00:08:35.942309628,1003.2211576122317,0 days 00:30:52.944471194,0 days 01:00:00
299,taxi,weekday,2018-01-26 12:15:00+01:00,7.390737259957103,250,28,"['bev', 'icev']",0 days 00:15:50.237647707,1847.6843149892757,0 days 01:57:49.667206449,0 days 01:00:00
300,taxi,weekday,2018-01-26 13:45:00+01:00,9.6788459161663,250,28,"['bev', 'icev']",0 days 00:20:44.423046366,2419.711479041575,0 days 00:31:04.628303364,0 days 01:00:00
301,taxi,weekday,2018-01-26 13:45:00+01:00,7.822155330704072,250,28,"['bev', 'icev']",0 days 00:16:45.705685375,1955.5388326760178,0 days 00:32:40.723477400,0 days 01:00:00
302,taxi,weekday,2018-01-26 13:45:00+01:00,7.4092923373320385,250,28,"['bev', 'icev']",0 days 00:15:52.623300513,1852.3230843330095,0 days 00:49:33.340769464,0 days 01:00:00
303,taxi,weekday,2018-01-26 14:00:00+01:00,5.034091918964752,250,28,"['bev', 'icev']",0 days 00:10:47.240389581,1258.522979741188,0 days 00:30:33.257688127,0 days 01:00:00
304,taxi,weekday,2018-01-26 14:15:00+01:00,7.996427114038669,250,28,"['bev', 'icev']",0 days 00:17:08.112057518,1999.1067785096673,0 days 00:30:01.734230149,0 days 01:00:00
305,taxi,weekday,2018-01-26 15:00:00+01:00,8.549504243692262,250,28,"['bev', 'icev']",0 days 00:18:19.221974190,2137.3760609230653,0 days 00:39:01.578097112,0 days 01:00:00
306,taxi,weekend,2018-01-27 08:00:00+01:00,5.2148990206737,300,28,"['bev', 'icev']",0 days 00:11:10.487016942,1564.46970620211,0 days 00:32:45.999921350,0 days 01:00:00
307,taxi,weekend,2018-01-27 08:15:00+01:00,6.130133227201447,300,28,"['bev', 'icev']",0 days 00:13:08.159986354,1839.039968160434,0 days 00:38:11.773757806,0 days 01:00:00
308,taxi,weekend,2018-01-27 09:45:00+01:00,11.874153065490875,300,28,"['bev', 'icev']",0 days 00:25:26.676822705,3562.2459196472623,0 days 00:32:36.203177958,0 days 01:00:00
309,taxi,weekend,2018-01-27 10:15:00+01:00,6.565562225847093,300,28,"['bev', 'icev']",0 days 00:14:04.143714752,1969.668667754128,0 days 00:34:06.923263749,0 days 01:00:00
310,taxi,weekend,2018-01-27 11:00:00+01:00,8.80118597913081,300,28,"['bev', 'icev']",0 days 00:18:51.581054458,2640.355793739243,0 days 00:30:36.809088019,0 days 01:00:00
311,taxi,weekend,2018-01-27 12:15:00+01:00,5.88192276384733,300,28,"['bev', 'icev']",0 days 00:12:36.247212493,1764.576829154199,0 days 00:31:50.535013252,0 days 01:00:00
312,taxi,weekend,2018-01-27 12:30:00+01:00,5.511959604248115,300,28,"['bev', 'icev']",0 days 00:11:48.680520547,1653.5878812744345,0 days 00:58:00.343931023,0 days 01:00:00
313,taxi,weekend,2018-01-27 13:00:00+01:00,3.40518125930505,300,28,"['bev', 'icev']",0 days 00:07:17.809019054,1021.554377791515,0 days 00:32:47.326380781,0 days 01:00:00
314,taxi,weekend,2018-01-27 13:30:00+01:00,10.715267388366502,300,28,"['bev', 'icev']",0 days 00:22:57.677235646,3214.580216509951,0 days 00:30:05.554520848,0 days 01:00:00
315,taxi,weekend,2018-01-27 14:30:00+01:00,6.253317568562766,300,28,"['bev', 'icev']",0 days 00:13:23.997973101,1875.9952705688297,0 days 00:39:11.108447085,0 days 01:00:00
316,taxi,weekend,2018-01-27 15:00:00+01:00,3.047410557144369,300,28,"['bev', 'icev']",0 days 00:06:31.809928777,914.2231671433107,0 days 00:52:45.701267199,0 days 01:00:00
317,taxi,weekend,2018-01-27 16:30:00+01:00,3.6900741845487057,300,28,"['bev', 'icev']",0 days 00:07:54.438109442,1107.0222553646117,0 days 01:02:24.062777192,0 days 01:00:00
318,taxi,weekend,2018-01-27 17:15:00+01:00,5.672776515983328,300,28,"['bev', 'icev']",0 days 00:12:09.356980626,1701.8329547949984,0 days 07:45:08.883686188,0 days 01:00:00
319,taxi,weekend,2018-01-27 17:15:00+01:00,5.984073466392264,300,28,"['bev', 'icev']",0 days 00:12:49.380874250,1795.2220399176792,0 days 00:34:34.639778989,0 days 01:00:00
320,taxi,weekend,2018-01-27 17:45:00+01:00,20.48938509292009,300,28,"['bev', 'icev']",0 days 00:43:54.349511948,6146.815527876028,0 days 00:30:29.094637050,0 days 01:00:00
321,goods,weekend,2018-01-28 07:45:00+01:00,1.9180152568621869,300,22,"['bev', 'icev']",0 days 00:05:13.857042033,575.4045770586561,0 days 00:41:20.904099406,0 days 01:00:00
322,taxi,weekend,2018-01-28 07:45:00+01:00,6.0551127157026015,300,28,"['bev', 'icev']",0 days 00:12:58.514492019,1816.5338147107805,0 days 00:52:11.015911149,0 days 01:00:00
323,taxi,weekend,2018-01-28 08:30:00+01:00,3.8046272933048777,300,28,"['bev', 'icev']",0 days 00:08:09.166366280,1141.3881879914634,0 days 00:44:29.439219400,0 days 01:00:00
324,taxi,weekend,2018-01-28 11:30:00+01:00,5.647134922112957,300,28,"['bev', 'icev']",0 days 00:12:06.060204270,1694.1404766338871,0 days 01:14:58.496218382,0 days 01:00:00
325,taxi,weekend,2018-01-28 12:15:00+01:00,9.187242853105392,300,28,"['bev', 'icev']",0 days 00:19:41.216938255,2756.1728559316175,0 days 04:15:01.546977052,0 days 01:00:00
326,taxi,weekend,2018-01-28 12:15:00+01:00,8.600508478636282,300,28,"['bev', 'icev']",0 days 00:18:25.779661538,2580.1525435908848,0 days 00:33:02.004307977,0 days 01:00:00
327,taxi,weekend,2018-01-28 12:30:00+01:00,11.205068913279286,300,28,"['bev', 'icev']",0 days 00:24:00.651717421,3361.520673983786,0 days 01:55:07.068259092,0 days 01:00:00
328,taxi,weekend,2018-01-28 14:45:00+01:00,7.057892653444185,300,28,"['bev', 'icev']",0 days 00:15:07.443341157,2117.367796033255,0 days 01:19:29.500502876,0 days 01:00:00
329,taxi,weekend,2018-01-28 15:15:00+01:00,3.4611745649143684,300,28,"['bev', 'icev']",0 days 00:07:25.008158344,1038.3523694743105,0 days 00:30:48.974972752,0 days 01:00:00
330,goods,weekday,2018-01-29 03:45:00+01:00,6.182461224050402,300,22,"['bev', 'icev']",0 days 00:16:51.675473028,1854.7383672151207,0 days 01:29:11.903778160,0 days 01:00:00
331,goods,weekday,2018-01-29 05:15:00+01:00,6.944047032737374,300,22,"['bev', 'icev']",0 days 00:18:56.298605356,2083.2141098212123,0 days 01:07:16.383818719,0 days 01:00:00
332,taxi,weekday,2018-01-29 06:45:00+01:00,17.780733103442877,250,28,"['bev', 'icev']",0 days 00:38:06.094256157,4445.183275860719,0 days 02:26:39.538313948,0 days 01:00:00
333,taxi,weekday,2018-01-29 07:45:00+01:00,8.400647731127481,250,28,"['bev', 'icev']",0 days 00:18:00.083279718,2100.1619327818703,0 days 00:40:51.152997450,0 days 01:00:00
334,taxi,weekday,2018-01-29 12:15:00+01:00,2.799579871868483,250,28,"['bev', 'icev']",0 days 00:05:59.945983526,699.8949679671207,0 days 00:57:04.589456932,0 days 01:00:00
335,taxi,weekday,2018-01-29 13:45:00+01:00,10.520986203741648,250,28,"['bev', 'icev']",0 days 00:22:32.698226193,2630.246550935412,0 days 00:57:46.774329775,0 days 01:00:00
336,taxi,weekday,2018-01-29 13:45:00+01:00,9.501301119360116,250,28,"['bev', 'icev']",0 days 00:20:21.595858202,2375.325279840029,0 days 00:43:33.116616663,0 days 01:00:00
337,goods,weekday,2018-01-29 14:00:00+01:00,6.26597133138646,300,22,"['bev', 'icev']",0 days 00:17:05.340763316,1879.791399415938,0 days 00:30:26.255546532,0 days 01:00:00
338,taxi,weekday,2018-01-29 14:15:00+01:00,7.69302198885003,250,28,"['bev', 'icev']",0 days 00:16:29.102827137,1923.2554972125076,0 days 01:54:54.731283310,0 days 01:00:00
339,taxi,weekday,2018-01-29 14:15:00+01:00,9.022570307042654,250,28,"['bev', 'icev']",0 days 00:19:20.044753762,2255.642576760664,0 days 01:30:16.308343314,0 days 01:00:00
340,taxi,weekday,2018-01-29 16:30:00+01:00,4.9200016032393545,250,28,"['bev', 'icev']",0 days 00:10:32.571634702,1230.0004008098385,0 days 00:30:09.023373057,0 days 01:00:00
341,goods,weekday,2018-01-30 06:00:00+01:00,9.218281078007779,300,22,"['bev', 'icev']",0 days 00:25:08.445994582,2765.4843234023338,0 days 00:32:38.084790771,0 days 01:00:00
342,goods,weekday,2018-01-30 06:45:00+01:00,15.042278464940606,300,22,"['bev', 'icev']",0 days 00:41:01.463748810,4512.683539482182,0 days 02:50:51.859760334,0 days 01:00:00
343,taxi,weekday,2018-01-30 08:15:00+01:00,6.603692408914304,250,28,"['bev', 'icev']",0 days 00:14:09.046166859,1650.923102228576,0 days 00:49:15.465348166,0 days 01:00:00
344,taxi,weekday,2018-01-30 10:15:00+01:00,2.451034358209656,250,28,"['bev', 'icev']",0 days 00:05:15.132988914,612.758589552414,0 days 00:30:24.100144448,0 days 01:00:00
345,taxi,weekday,2018-01-30 10:45:00+01:00,2.9499356309988376,250,28,"['bev', 'icev']",0 days 00:06:19.277438270,737.4839077497094,0 days 00:30:01.231357366,0 days 01:00:00
346,taxi,weekday,2018-01-30 11:30:00+01:00,3.711700496237538,250,28,"['bev', 'icev']",0 days 00:07:57.218635228,927.9251240593845,0 days 00:45:44.591780232,0 days 01:00:00
347,taxi,weekday,2018-01-30 11:30:00+01:00,5.774481781061136,250,28,"['bev', 'icev']",0 days 00:12:22.433371851,1443.6204452652842,0 days 00:39:23.672110878,0 days 01:00:00
348,taxi,weekday,2018-01-30 12:00:00+01:00,4.32429036026636,250,28,"['bev', 'icev']",0 days 00:09:15.980189176,1081.07259006659,1 days 19:45:03.857594076,0 days 01:00:00
349,taxi,weekday,2018-01-30 12:15:00+01:00,5.838234218428713,250,28,"['bev', 'icev']",0 days 00:12:30.630113798,1459.5585546071784,0 days 01:42:58.169449512,0 days 01:00:00
350,taxi,weekday,2018-01-30 12:30:00+01:00,6.031642702770663,250,28,"['bev', 'icev']",0 days 00:12:55.496918926,1507.9106756926658,0 days 00:58:32.495742706,0 days 01:00:00
351,taxi,weekday,2018-01-30 13:00:00+01:00,13.903147067399276,250,28,"['bev', 'icev']",0 days 00:29:47.547480094,3475.786766849819,0 days 00:38:25.283344606,0 days 01:00:00
352,taxi,weekday,2018-01-30 15:45:00+01:00,4.487100543500765,250,28,"['bev', 'icev']",0 days 00:09:36.912927020,1121.7751358751914,0 days 00:31:05.334268915,0 days 01:00:00
353,taxi,weekday,2018-01-31 07:30:00+01:00,9.96991066035496,250,28,"['bev', 'icev']",0 days 00:21:21.845656332,2492.47766508874,0 days 04:30:41.940918889,0 days 01:00:00
354,taxi,weekday,2018-01-31 07:45:00+01:00,4.4833293886577685,250,28,"['bev', 'icev']",0 days 00:09:36.428064256,1120.8323471644421,0 days 09:21:37.950208225,0 days 01:00:00
355,taxi,weekday,2018-01-31 08:30:00+01:00,14.58590900475813,250,28,"['bev', 'icev']",0 days 00:31:15.331157756,3646.4772511895326,0 days 00:44:07.778279360,0 days 01:00:00
356,taxi,weekday,2018-01-31 08:30:00+01:00,8.531807024894333,250,28,"['bev', 'icev']",0 days 00:18:16.946617485,2132.9517562235833,0 days 03:37:27.480741164,0 days 01:00:00
357,taxi,weekday,2018-01-31 10:45:00+01:00,5.6625969312837015,250,28,"['bev', 'icev']",0 days 00:12:08.048176880,1415.6492328209254,0 days 01:07:22.214055658,0 days 01:00:00
358,taxi,weekday,2018-01-31 11:30:00+01:00,3.920115893162571,250,28,"['bev', 'icev']",0 days 00:08:24.014900551,980.0289732906427,0 days 01:09:05.787212986,0 days 01:00:00
359,taxi,weekday,2018-01-31 13:30:00+01:00,7.851602687981222,250,28,"['bev', 'icev']",0 days 00:16:49.491774170,1962.9006719953054,0 days 00:32:16.108450792,0 days 01:00:00
360,taxi,weekday,2018-01-31 14:30:00+01:00,4.899572402377861,250,28,"['bev', 'icev']",0 days 00:10:29.945023161,1224.8931005944653,0 days 01:07:35.231425136,0 days 01:00:00
361,taxi,weekday,2018-01-31 14:45:00+01:00,5.879357571834109,250,28,"['bev', 'icev']",0 days 00:12:35.917402093,1469.8393929585272,0 days 00:31:47.311952851,0 days 01:00:00
362,taxi,weekday,2018-01-31 15:00:00+01:00,4.385734744813206,250,28,"['bev', 'icev']",0 days 00:09:23.880181474,1096.4336862033015,0 days 01:17:55.619988802,0 days 01:00:00
363,taxi,weekday,2018-02-01 07:30:00+01:00,8.940876718202823,250,28,"['bev', 'icev']",0 days 00:19:09.541292340,2235.2191795507056,0 days 00:45:33.182879284,0 days 01:00:00
364,taxi,weekday,2018-02-01 08:00:00+01:00,3.4623255302583487,250,28,"['bev', 'icev']",0 days 00:07:25.156139606,865.5813825645872,0 days 00:31:38.256170779,0 days 01:00:00
365,taxi,weekday,2018-02-01 09:00:00+01:00,4.328827710430331,250,28,"['bev', 'icev']",0 days 00:09:16.563562768,1082.2069276075827,0 days 00:38:07.949476521,0 days 01:00:00
366,taxi,weekday,2018-02-01 09:15:00+01:00,11.318436336658124,250,28,"['bev', 'icev']",0 days 00:24:15.227528997,2829.609084164531,0 days 01:15:02.807333467,0 days 01:00:00
367,taxi,weekday,2018-02-01 12:00:00+01:00,1.761883924573304,250,28,"['bev', 'icev']",0 days 00:03:46.527933160,440.470981143326,0 days 00:30:20.099161879,0 days 01:00:00
368,taxi,weekday,2018-02-01 12:00:00+01:00,9.072907040392025,250,28,"['bev', 'icev']",0 days 00:19:26.516619480,2268.2267600980063,0 days 00:30:30.301679980,0 days 01:00:00
369,taxi,weekday,2018-02-01 12:00:00+01:00,5.517842507011362,250,28,"['bev', 'icev']",0 days 00:11:49.436893759,1379.4606267528404,0 days 00:32:28.144718592,0 days 01:00:00
370,taxi,weekday,2018-02-01 12:45:00+01:00,5.792418961758004,250,28,"['bev', 'icev']",0 days 00:12:24.739580797,1448.104740439501,0 days 00:31:14.041027124,0 days 01:00:00
371,taxi,weekday,2018-02-01 13:00:00+01:00,9.095588106565309,250,28,"['bev', 'icev']",0 days 00:19:29.432756557,2273.897026641327,0 days 00:31:46.742263485,0 days 01:00:00
372,taxi,weekday,2018-02-01 13:30:00+01:00,7.129880165216274,250,28,"['bev', 'icev']",0 days 00:15:16.698878384,1782.4700413040687,0 days 00:35:18.456492282,0 days 01:00:00
373,taxi,weekday,2018-02-01 15:30:00+01:00,13.816249563160815,250,28,"['bev', 'icev']",0 days 00:29:36.374943836,3454.0623907902036,0 days 00:30:26.919668923,0 days 01:00:00
374,taxi,weekday,2018-02-01 16:00:00+01:00,4.110786164231491,250,28,"['bev', 'icev']",0 days 00:08:48.529649687,1027.6965410578728,0 days 00:38:04.423066782,0 days 01:00:00
375,taxi,weekday,2018-02-01 16:15:00+01:00,12.170487829568366,250,28,"['bev', 'icev']",0 days 00:26:04.777006657,3042.621957392091,0 days 01:48:33.644166519,0 days 01:00:00
376,goods,weekday,2018-02-02 05:45:00+01:00,4.814743883480295,300,22,"['bev', 'icev']",0 days 00:13:07.867180934,1444.4231650440886,0 days 00:30:04.211714818,0 days 01:00:00
377,goods,weekday,2018-02-02 06:45:00+01:00,6.826800417856,300,22,"['bev', 'icev']",0 days 00:18:37.112795650,2048.0401253568,0 days 00:30:12.802381585,0 days 01:00:00
378,taxi,weekday,2018-02-02 08:30:00+01:00,5.374031131996181,250,28,"['bev', 'icev']",0 days 00:11:30.946859829,1343.5077829990453,0 days 03:24:54.970670984,0 days 01:00:00
379,taxi,weekday,2018-02-02 12:45:00+01:00,3.311573381935787,250,28,"['bev', 'icev']",0 days 00:07:05.773720533,827.8933454839467,0 days 00:31:01.585561076,0 days 01:00:00
380,taxi,weekday,2018-02-02 13:15:00+01:00,3.6959085476975475,250,28,"['bev', 'icev']",0 days 00:07:55.188241845,923.9771369243869,0 days 00:33:37.205653805,0 days 01:00:00
381,taxi,weekday,2018-02-02 13:30:00+01:00,5.9001629568272,250,28,"['bev', 'icev']",0 days 00:12:38.592380163,1475.0407392067998,0 days 00:42:14.093610753,0 days 01:00:00
382,taxi,weekday,2018-02-02 14:15:00+01:00,7.153565639728451,250,28,"['bev', 'icev']",0 days 00:15:19.744153678,1788.3914099321128,0 days 00:31:06.291972861,0 days 01:00:00
383,taxi,weekday,2018-02-02 14:15:00+01:00,5.292650620568752,250,28,"['bev', 'icev']",0 days 00:11:20.483651216,1323.162655142188,0 days 00:31:49.162906207,0 days 01:00:00
384,taxi,weekday,2018-02-02 14:45:00+01:00,7.995275351617477,250,28,"['bev', 'icev']",0 days 00:17:07.963973779,1998.8188379043693,0 days 00:47:18.230199543,0 days 01:00:00
385,taxi,weekday,2018-02-02 15:15:00+01:00,5.663177854461295,250,28,"['bev', 'icev']",0 days 00:12:08.122867002,1415.7944636153236,0 days 00:30:59.079953631,0 days 01:00:00
386,taxi,weekday,2018-02-02 15:30:00+01:00,8.667024827597107,250,28,"['bev', 'icev']",0 days 00:18:34.331763549,2166.7562068992765,0 days 00:30:00.554413647,0 days 01:00:00
387,goods,weekday,2018-02-02 17:00:00+01:00,5.035460736423613,300,22,"['bev', 'icev']",0 days 00:13:43.984484140,1510.638220927084,0 days 00:52:30.250679682,0 days 01:00:00
388,taxi,weekend,2018-02-03 11:00:00+01:00,2.9741725384362185,300,28,"['bev', 'icev']",0 days 00:06:22.393612083,892.2517615308656,0 days 00:33:06.477281874,0 days 01:00:00
389,taxi,weekend,2018-02-03 11:45:00+01:00,3.105031524465743,300,28,"['bev', 'icev']",0 days 00:06:39.218338861,931.509457339723,0 days 00:33:34.928579678,0 days 01:00:00
390,taxi,weekend,2018-02-03 12:15:00+01:00,8.151862045486775,300,28,"['bev', 'icev']",0 days 00:17:28.096548705,2445.5586136460324,0 days 00:45:11.625300687,0 days 01:00:00
391,taxi,weekend,2018-02-03 12:45:00+01:00,6.803212587592942,300,28,"['bev', 'icev']",0 days 00:14:34.698761260,2040.9637762778825,0 days 00:32:56.785459657,0 days 01:00:00
392,taxi,weekend,2018-02-03 14:45:00+01:00,6.956187920052457,300,28,"['bev', 'icev']",0 days 00:14:54.367018292,2086.856376015737,0 days 00:57:11.727143823,0 days 01:00:00
393,taxi,weekend,2018-02-03 14:45:00+01:00,4.567904119111534,300,28,"['bev', 'icev']",0 days 00:09:47.301958170,1370.3712357334603,0 days 01:30:47.103466269,0 days 01:00:00
394,taxi,weekend,2018-02-03 15:30:00+01:00,7.094952307625302,300,28,"['bev', 'icev']",0 days 00:15:12.208153838,2128.4856922875906,0 days 01:24:19.352414937,0 days 01:00:00
395,taxi,weekend,2018-02-03 15:30:00+01:00,5.0726187531624936,300,28,"['bev', 'icev']",0 days 00:10:52.193839692,1521.785625948748,0 days 00:55:43.887838231,0 days 01:00:00
396,taxi,weekend,2018-02-04 08:30:00+01:00,7.017108885381302,300,28,"['bev', 'icev']",0 days 00:15:02.199713835,2105.1326656143906,0 days 00:35:27.853137934,0 days 01:00:00
397,taxi,weekend,2018-02-04 10:15:00+01:00,8.936383603438081,300,28,"['bev', 'icev']",0 days 00:19:08.963606157,2680.9150810314245,0 days 00:31:09.278478451,0 days 01:00:00
398,taxi,weekend,2018-02-04 11:30:00+01:00,5.521879640621675,300,28,"['bev', 'icev']",0 days 00:11:49.955953794,1656.5638921865025,0 days 01:08:37.693090752,0 days 01:00:00
399,taxi,weekend,2018-02-04 12:30:00+01:00,5.6219110476790775,300,28,"['bev', 'icev']",0 days 00:12:02.817134701,1686.5733143037232,0 days 00:31:45.374909915,0 days 01:00:00
400,taxi,weekend,2018-02-04 12:45:00+01:00,4.058082686102332,300,28,"['bev', 'icev']",0 days 00:08:41.753488214,1217.4248058306996,0 days 00:50:04.924244490,0 days 01:00:00
401,taxi,weekend,2018-02-04 12:45:00+01:00,9.416659815619546,300,28,"['bev', 'icev']",0 days 00:20:10.713404864,2824.997944685864,0 days 00:32:26.807865403,0 days 01:00:00
402,taxi,weekend,2018-02-04 13:15:00+01:00,5.6086921875815525,300,28,"['bev', 'icev']",0 days 00:12:01.117566975,1682.6076562744659,0 days 01:45:52.092314395,0 days 01:00:00
403,taxi,weekend,2018-02-04 14:00:00+01:00,2.808612256443022,300,28,"['bev', 'icev']",0 days 00:06:01.107290113,842.5836769329067,0 days 01:14:40.449191053,0 days 01:00:00
404,taxi,weekend,2018-02-04 14:15:00+01:00,11.98530221200379,300,28,"['bev', 'icev']",0 days 00:25:40.967427259,3595.590663601137,0 days 01:04:05.838946849,0 days 01:00:00
405,taxi,weekend,2018-02-04 14:30:00+01:00,3.3679863241525774,300,28,"['bev', 'icev']",0 days 00:07:13.026813106,1010.3958972457732,0 days 03:30:53.136817988,0 days 01:00:00
406,taxi,weekend,2018-02-04 15:00:00+01:00,7.571929009784219,300,28,"['bev', 'icev']",0 days 00:16:13.533729830,2271.5787029352655,0 days 01:21:20.193569823,0 days 01:00:00
407,taxi,weekend,2018-02-04 15:45:00+01:00,5.5300313363670135,300,28,"['bev', 'icev']",0 days 00:11:51.004028961,1659.009400910104,0 days 00:44:09.349155283,0 days 01:00:00
408,taxi,weekend,2018-02-04 16:30:00+01:00,12.328412202747279,300,28,"['bev', 'icev']",0 days 00:26:25.081568923,3698.5236608241835,0 days 00:46:21.558825112,0 days 01:00:00
409,taxi,weekend,2018-02-04 16:45:00+01:00,8.801704937065796,300,28,"['bev', 'icev']",0 days 00:18:51.647777622,2640.511481119739,0 days 00:41:18.839983477,0 days 01:00:00
410,taxi,weekend,2018-02-04 17:45:00+01:00,12.066434992819914,300,28,"['bev', 'icev']",0 days 00:25:51.398784789,3619.9304978459745,0 days 00:42:18.857845551,0 days 01:00:00
411,taxi,weekday,2018-02-05 06:45:00+01:00,9.405003037741627,250,28,"['bev', 'icev']",0 days 00:20:09.214676282,2351.250759435407,0 days 00:44:01.752066146,0 days 01:00:00
412,goods,weekday,2018-02-05 06:45:00+01:00,9.77392235206011,300,22,"['bev', 'icev']",0 days 00:26:39.369112155,2932.176705618033,0 days 00:35:26.692265839,0 days 01:00:00
413,taxi,weekday,2018-02-05 09:00:00+01:00,3.954046189356464,250,28,"['bev', 'icev']",0 days 00:08:28.377367202,988.511547339116,0 days 00:44:22.372834063,0 days 01:00:00
414,taxi,weekday,2018-02-05 09:00:00+01:00,7.476283706484351,250,28,"['bev', 'icev']",0 days 00:16:01.236476546,1869.0709266210877,0 days 03:38:36.318378570,0 days 01:00:00
415,taxi,weekday,2018-02-05 11:00:00+01:00,2.5346656348194347,250,28,"['bev', 'icev']",0 days 00:05:25.885581619,633.6664087048587,0 days 00:30:41.706953841,0 days 01:00:00
416,taxi,weekday,2018-02-05 11:30:00+01:00,5.578173063118465,250,28,"['bev', 'icev']",0 days 00:11:57.193679544,1394.5432657796161,0 days 00:39:32.244951222,0 days 01:00:00
417,taxi,weekday,2018-02-05 12:45:00+01:00,7.714531556734355,250,28,"['bev', 'icev']",0 days 00:16:31.868343008,1928.6328891835888,0 days 00:31:50.839261629,0 days 01:00:00
418,taxi,weekday,2018-02-05 14:15:00+01:00,8.731603110127242,250,28,"['bev', 'icev']",0 days 00:18:42.634685588,2182.9007775318105,0 days 08:36:46.975215139,0 days 01:00:00
419,goods,weekday,2018-02-05 15:00:00+01:00,4.626542991515556,300,22,"['bev', 'icev']",0 days 00:12:37.070671338,1387.9628974546667,0 days 00:41:14.335900753,0 days 01:00:00
420,goods,weekday,2018-02-05 15:15:00+01:00,6.6609289752499246,300,22,"['bev', 'icev']",0 days 00:18:09.970195950,1998.2786925749774,0 days 00:55:22.711612724,0 days 01:00:00
421,goods,weekday,2018-02-05 16:00:00+01:00,3.2464429375545434,300,22,"['bev', 'icev']",0 days 00:08:51.236117055,973.932881266363,0 days 00:30:14.289710133,0 days 01:00:00
422,taxi,weekday,2018-02-06 07:00:00+01:00,6.284629623149634,250,28,"['bev', 'icev']",0 days 00:13:28.023808692,1571.1574057874084,0 days 00:41:47.190285747,0 days 01:00:00
423,goods,weekday,2018-02-06 07:15:00+01:00,10.565041291849152,300,22,"['bev', 'icev']",0 days 00:28:48.824938668,3169.5123875547456,0 days 00:31:10.704881244,0 days 01:00:00
424,taxi,weekday,2018-02-06 09:00:00+01:00,16.167807127388645,250,28,"['bev', 'icev']",0 days 00:34:38.718059235,4041.9517818471613,0 days 01:49:18.717750692,0 days 01:00:00
425,taxi,weekday,2018-02-06 10:45:00+01:00,4.231792758152303,250,28,"['bev', 'icev']",0 days 00:09:04.087640332,1057.948189538076,0 days 00:46:12.629551987,0 days 01:00:00
426,taxi,weekday,2018-02-06 12:00:00+01:00,4.632579087380976,250,28,"['bev', 'icev']",0 days 00:09:55.617311235,1158.144771845244,0 days 02:24:15.783787634,0 days 01:00:00
427,taxi,weekday,2018-02-06 12:00:00+01:00,5.743675191460268,250,28,"['bev', 'icev']",0 days 00:12:18.472524616,1435.9187978650668,0 days 00:41:44.875803591,0 days 01:00:00
428,taxi,weekday,2018-02-06 12:00:00+01:00,8.600709581843525,250,28,"['bev', 'icev']",0 days 00:18:25.805517667,2150.177395460881,0 days 00:37:53.475576322,0 days 01:00:00
429,taxi,weekday,2018-02-06 12:15:00+01:00,7.644903373277235,250,28,"['bev', 'icev']",0 days 00:16:22.916147991,1911.2258433193088,0 days 00:49:58.115370680,0 days 01:00:00
430,taxi,weekday,2018-02-06 12:30:00+01:00,8.118198137395227,250,28,"['bev', 'icev']",0 days 00:17:23.768331950,2029.549534348807,0 days 00:36:54.016341742,0 days 01:00:00
431,taxi,weekday,2018-02-06 12:30:00+01:00,8.718858403257277,250,28,"['bev', 'icev']",0 days 00:18:40.996080417,2179.7146008143195,0 days 01:13:47.688918880,0 days 01:00:00
