time,power_w
2011-12-24 17:45:00+01:00,2139
2011-12-24 18:00:00+01:00,3567
2011-12-24 18:15:00+01:00,7009
2011-12-24 18:30:00+01:00,6433
2011-12-24 18:45:00+01:00,3152
2011-12-24 19:00:00+01:00,6891
2011-12-24 19:15:00+01:00,10336
2011-12-24 19:30:00+01:00,7793
2011-12-24 19:45:00+01:00,7234
2011-12-24 20:00:00+01:00,8930
2011-12-24 20:15:00+01:00,6288
2011-12-24 20:30:00+01:00,8452
2011-12-24 20:45:00+01:00,7022
2011-12-24 21:00:00+01:00,9582
2011-12-24 21:15:00+01:00,5113
2011-12-24 21:30:00+01:00,7048
2011-12-24 21:45:00+01:00,7357
2011-12-24 22:00:00+01:00,9273
2011-12-24 22:15:00+01:00,1991
2011-12-24 22:30:00+01:00,4967
2011-12-24 22:45:00+01:00,7803
2011-12-24 23:00:00+01:00,5033
2011-12-24 23:15:00+01:00,6368
2011-12-24 23:30:00+01:00,4790
2011-12-24 23:45:00+01:00,4893
2011-12-25 00:00:00+01:00,4355
2011-12-25 00:15:00+01:00,4860
2011-12-25 00:30:00+01:00,3089
2011-12-25 00:45:00+01:00,4836
2011-12-25 01:00:00+01:00,5022
2011-12-25 01:15:00+01:00,2997
2011-12-25 01:30:00+01:00,4791
2011-12-25 01:45:00+01:00,2646
2011-12-25 02:00:00+01:00,2392
2011-12-25 02:15:00+01:00,5178
2011-12-25 02:30:00+01:00,3152
2011-12-25 02:45:00+01:00,2680
2011-12-25 03:00:00+01:00,2817
2011-12-25 03:15:00+01:00,4442
2011-12-25 03:30:00+01:00,2528
2011-12-25 03:45:00+01:00,1585
2011-12-25 04:00:00+01:00,2827
2011-12-25 04:15:00+01:00,1093
2011-12-25 04:30:00+01:00,2959
2011-12-25 04:45:00+01:00,2634
2011-12-25 05:00:00+01:00,4454
2011-12-25 05:15:00+01:00,2498
2011-12-25 05:30:00+01:00,2204
2011-12-25 05:45:00+01:00,1189
2011-12-25 06:00:00+01:00,3533
2011-12-25 06:15:00+01:00,958
2011-12-25 06:30:00+01:00,1895
2011-12-25 06:45:00+01:00,2361
2011-12-25 07:00:00+01:00,1678
2011-12-25 07:15:00+01:00,2632
2011-12-25 07:30:00+01:00,1840
2011-12-25 07:45:00+01:00,1683
2011-12-25 08:00:00+01:00,109
2011-12-25 08:15:00+01:00,1969
2011-12-25 08:30:00+01:00,1031
2011-12-25 08:45:00+01:00,2576
2011-12-25 09:00:00+01:00,1944
2011-12-25 09:15:00+01:00,393
2011-12-25 09:30:00+01:00,0
2011-12-25 09:45:00+01:00,3246
2011-12-25 10:00:00+01:00,849
2011-12-25 10:15:00+01:00,1877
2011-12-25 10:30:00+01:00,3580
2011-12-25 10:45:00+01:00,251
2011-12-25 11:00:00+01:00,1426
2011-12-25 11:15:00+01:00,3893
2011-12-25 11:30:00+01:00,4588
2011-12-25 11:45:00+01:00,3045
2011-12-25 12:00:00+01:00,1867
2011-12-25 12:15:00+01:00,1256
2011-12-25 12:30:00+01:00,635
2011-12-25 12:45:00+01:00,3000
2011-12-25 13:00:00+01:00,2626
2011-12-25 13:15:00+01:00,2516
2011-12-25 13:30:00+01:00,1264
2011-12-25 13:45:00+01:00,1274
2011-12-25 14:00:00+01:00,1638
2011-12-25 14:15:00+01:00,2545
2011-12-25 14:30:00+01:00,721
2011-12-25 14:45:00+01:00,0
2011-12-25 15:00:00+01:00,1614
2011-12-25 15:15:00+01:00,3889
2011-12-25 15:30:00+01:00,3404
2011-12-25 15:45:00+01:00,0
2011-12-25 16:00:00+01:00,2965
2011-12-25 16:15:00+01:00,2643
2011-12-25 16:30:00+01:00,1736
2011-12-25 16:45:00+01:00,445
2011-12-25 17:00:00+01:00,1048
2011-12-25 17:15:00+01:00,5673
2011-12-25 17:30:00+01:00,4172
2011-12-25 17:45:00+01:00,3011
2011-12-25 18:00:00+01:00,1053
2011-12-25 18:15:00+01:00,6873
2011-12-25 18:30:00+01:00,2852
2011-12-25 18:45:00+01:00,6448
2011-12-25 19:00:00+01:00,7354
2011-12-25 19:15:00+01:00,6531
2011-12-25 19:30:00+01:00,4932
2011-12-25 19:45:00+01:00,3819
2011-12-25 20:00:00+01:00,9368
2011-12-25 20:15:00+01:00,7999
2011-12-25 20:30:00+01:00,6070
2011-12-25 20:45:00+01:00,8410
2011-12-25 21:00:00+01:00,5876
2011-12-25 21:15:00+01:00,6205
2011-12-25 21:30:00+01:00,6676
2011-12-25 21:45:00+01:00,5644
2011-12-25 22:00:00+01:00,4274
2011-12-25 22:15:00+01:00,4755
2011-12-25 22:30:00+01:00,3456
2011-12-25 22:45:00+01:00,2996
2011-12-25 23:00:00+01:00,5775
2011-12-25 23:15:00+01:00,3406
2011-12-25 23:30:00+01:00,4237
2011-12-25 23:45:00+01:00,2390
2011-12-26 00:00:00+01:00,7942
2011-12-26 00:15:00+01:00,3675
2011-12-26 00:30:00+01:00,7835
2011-12-26 00:45:00+01:00,1384
2011-12-26 01:00:00+01:00,932
2011-12-26 01:15:00+01:00,4680
2011-12-26 01:30:00+01:00,3047
2011-12-26 01:45:00+01:00,5093
2011-12-26 02:00:00+01:00,6949
2011-12-26 02:15:00+01:00,4326
2011-12-26 02:30:00+01:00,2776
2011-12-26 02:45:00+01:00,2329
2011-12-26 03:00:00+01:00,2626
2011-12-26 03:15:00+01:00,2833
2011-12-26 03:30:00+01:00,6918
2011-12-26 03:45:00+01:00,5911
2011-12-26 04:00:00+01:00,2134
2011-12-26 04:15:00+01:00,1317
2011-12-26 04:30:00+01:00,5222
2011-12-26 04:45:00+01:00,4699
2011-12-26 05:00:00+01:00,2817
2011-12-26 05:15:00+01:00,5430
2011-12-26 05:30:00+01:00,5430
2011-12-26 05:45:00+01:00,3915
2011-12-26 06:00:00+01:00,4486
2011-12-26 06:15:00+01:00,4033
2011-12-26 06:30:00+01:00,4844
2011-12-26 06:45:00+01:00,3745
2011-12-26 07:00:00+01:00,605
2011-12-26 07:15:00+01:00,1204
2011-12-26 07:30:00+01:00,128
2011-12-26 07:45:00+01:00,3181
2011-12-26 08:00:00+01:00,1160
2011-12-26 08:15:00+01:00,2706
2011-12-26 08:30:00+01:00,3266
2011-12-26 08:45:00+01:00,139
2011-12-26 09:00:00+01:00,2920
2011-12-26 09:15:00+01:00,4741
2011-12-26 09:30:00+01:00,5072
2011-12-26 09:45:00+01:00,697
2011-12-26 10:00:00+01:00,2215
2011-12-26 10:15:00+01:00,4189
2011-12-26 10:30:00+01:00,5614
2011-12-26 10:45:00+01:00,3901
2011-12-26 11:00:00+01:00,2457
2011-12-26 11:15:00+01:00,3194
2011-12-26 11:30:00+01:00,4273
2011-12-26 11:45:00+01:00,1888
2011-12-26 12:00:00+01:00,5221
2011-12-26 12:15:00+01:00,5045
2011-12-26 12:30:00+01:00,2610
2011-12-26 12:45:00+01:00,3982
2011-12-26 13:00:00+01:00,4801
2011-12-26 13:15:00+01:00,2306
2011-12-26 13:30:00+01:00,3632
2011-12-26 13:45:00+01:00,4077
2011-12-26 14:00:00+01:00,4655
2011-12-26 14:15:00+01:00,5328
2011-12-26 14:30:00+01:00,2721
2011-12-26 14:45:00+01:00,3203
2011-12-26 15:00:00+01:00,2762
2011-12-26 15:15:00+01:00,4145
2011-12-26 15:30:00+01:00,4501
2011-12-26 15:45:00+01:00,2871
2011-12-26 16:00:00+01:00,938
2011-12-26 16:15:00+01:00,2731
2011-12-26 16:30:00+01:00,2465
2011-12-26 16:45:00+01:00,0
2011-12-26 17:00:00+01:00,3641
2011-12-26 17:15:00+01:00,6164
2011-12-26 17:30:00+01:00,4505
2011-12-26 17:45:00+01:00,4043
2011-12-26 18:00:00+01:00,5034
2011-12-26 18:15:00+01:00,11177
2011-12-26 18:30:00+01:00,7977
2011-12-26 18:45:00+01:00,9042
2011-12-26 19:00:00+01:00,7222
2011-12-26 19:15:00+01:00,6970
2011-12-26 19:30:00+01:00,7730
2011-12-26 19:45:00+01:00,13092
2011-12-26 20:00:00+01:00,13630
2011-12-26 20:15:00+01:00,12264
2011-12-26 20:30:00+01:00,9289
2011-12-26 20:45:00+01:00,7599
2011-12-26 21:00:00+01:00,8979
2011-12-26 21:15:00+01:00,7733
2011-12-26 21:30:00+01:00,6050
2011-12-26 21:45:00+01:00,7135
2011-12-26 22:00:00+01:00,13894
2011-12-26 22:15:00+01:00,4602
2011-12-26 22:30:00+01:00,9286
2011-12-26 22:45:00+01:00,6803
2011-12-26 23:00:00+01:00,12004
2011-12-26 23:15:00+01:00,6942
2011-12-26 23:30:00+01:00,6057
2011-12-26 23:45:00+01:00,2690
2011-12-27 00:00:00+01:00,4220
2011-12-27 00:15:00+01:00,2118
2011-12-27 00:30:00+01:00,2842
2011-12-27 00:45:00+01:00,1547
2011-12-27 01:00:00+01:00,3142
2011-12-27 01:15:00+01:00,796
2011-12-27 01:30:00+01:00,2467
2011-12-27 01:45:00+01:00,2869
2011-12-27 02:00:00+01:00,2794
2011-12-27 02:15:00+01:00,1416
2011-12-27 02:30:00+01:00,3323
2011-12-27 02:45:00+01:00,1823
2011-12-27 03:00:00+01:00,2359
2011-12-27 03:15:00+01:00,1362
2011-12-27 03:30:00+01:00,2753
2011-12-27 03:45:00+01:00,2160
2011-12-27 04:00:00+01:00,3077
2011-12-27 04:15:00+01:00,1809
2011-12-27 04:30:00+01:00,2553
2011-12-27 04:45:00+01:00,1236
2011-12-27 05:00:00+01:00,1643
2011-12-27 05:15:00+01:00,2284
2011-12-27 05:30:00+01:00,176
2011-12-27 05:45:00+01:00,2374
2011-12-27 06:00:00+01:00,1213
2011-12-27 06:15:00+01:00,1653
2011-12-27 06:30:00+01:00,2069
2011-12-27 06:45:00+01:00,1247
2011-12-27 07:00:00+01:00,1310
2011-12-27 07:15:00+01:00,1814
2011-12-27 07:30:00+01:00,1433
2011-12-27 07:45:00+01:00,1823
2011-12-27 08:00:00+01:00,2022
2011-12-27 08:15:00+01:00,1833
2011-12-27 08:30:00+01:00,2704
2011-12-27 08:45:00+01:00,1514
2011-12-27 09:00:00+01:00,634
2011-12-27 09:15:00+01:00,1922
2011-12-27 09:30:00+01:00,1888
2011-12-27 09:45:00+01:00,1365
2011-12-27 10:00:00+01:00,1112
2011-12-27 10:15:00+01:00,182
2011-12-27 10:30:00+01:00,2092
2011-12-27 10:45:00+01:00,630
2011-12-27 11:00:00+01:00,915
2011-12-27 11:15:00+01:00,1773
2011-12-27 11:30:00+01:00,1983
2011-12-27 11:45:00+01:00,3835
2011-12-27 12:00:00+01:00,1266
2011-12-27 12:15:00+01:00,2309
2011-12-27 12:30:00+01:00,2592
2011-12-27 12:45:00+01:00,2480
2011-12-27 13:00:00+01:00,1963
2011-12-27 13:15:00+01:00,1611
2011-12-27 13:30:00+01:00,2701
2011-12-27 13:45:00+01:00,2717
2011-12-27 14:00:00+01:00,1715
2011-12-27 14:15:00+01:00,3716
2011-12-27 14:30:00+01:00,0
2011-12-27 14:45:00+01:00,842
2011-12-27 15:00:00+01:00,1246
2011-12-27 15:15:00+01:00,2108
2011-12-27 15:30:00+01:00,26
2011-12-27 15:45:00+01:00,0
2011-12-27 16:00:00+01:00,1554
2011-12-27 16:15:00+01:00,1974
2011-12-27 16:30:00+01:00,1644
2011-12-27 16:45:00+01:00,1807
2011-12-27 17:00:00+01:00,1327
2011-12-27 17:15:00+01:00,1094
2011-12-27 17:30:00+01:00,4144
2011-12-27 17:45:00+01:00,2374
2011-12-27 18:00:00+01:00,2978
2011-12-27 18:15:00+01:00,4858
2011-12-27 18:30:00+01:00,4003
2011-12-27 18:45:00+01:00,3573
2011-12-27 19:00:00+01:00,1960
2011-12-27 19:15:00+01:00,4296
2011-12-27 19:30:00+01:00,6589
2011-12-27 19:45:00+01:00,4475
2011-12-27 20:00:00+01:00,6835
2011-12-27 20:15:00+01:00,5737
2011-12-27 20:30:00+01:00,4688
2011-12-27 20:45:00+01:00,3355
2011-12-27 21:00:00+01:00,4529
2011-12-27 21:15:00+01:00,4349
2011-12-27 21:30:00+01:00,3647
2011-12-27 21:45:00+01:00,3077
2011-12-27 22:00:00+01:00,5853
2011-12-27 22:15:00+01:00,2337
2011-12-27 22:30:00+01:00,3106
2011-12-27 22:45:00+01:00,4566
2011-12-27 23:00:00+01:00,3618
2011-12-27 23:15:00+01:00,4111
2011-12-27 23:30:00+01:00,1912
2011-12-27 23:45:00+01:00,2853
2011-12-28 00:00:00+01:00,7404
2011-12-28 00:15:00+01:00,4428
2011-12-28 00:30:00+01:00,5187
2011-12-28 00:45:00+01:00,3615
2011-12-28 01:00:00+01:00,4428
2011-12-28 01:15:00+01:00,3623
2011-12-28 01:30:00+01:00,2166
2011-12-28 01:45:00+01:00,5668
2011-12-28 02:00:00+01:00,7591
2011-12-28 02:15:00+01:00,6088
2011-12-28 02:30:00+01:00,6087
2011-12-28 02:45:00+01:00,3245
2011-12-28 03:00:00+01:00,7882
2011-12-28 03:15:00+01:00,2527
2011-12-28 03:30:00+01:00,3786
2011-12-28 03:45:00+01:00,4488
2011-12-28 04:00:00+01:00,4921
2011-12-28 04:15:00+01:00,6707
2011-12-28 04:30:00+01:00,4213
2011-12-28 04:45:00+01:00,2974
2011-12-28 05:00:00+01:00,7755
2011-12-28 05:15:00+01:00,1804
2011-12-28 05:30:00+01:00,1971
2011-12-28 05:45:00+01:00,4471
2011-12-28 06:00:00+01:00,3972
2011-12-28 06:15:00+01:00,2456
2011-12-28 06:30:00+01:00,1634
2011-12-28 06:45:00+01:00,3069
2011-12-28 07:00:00+01:00,2340
2011-12-28 07:15:00+01:00,3146
2011-12-28 07:30:00+01:00,3709
2011-12-28 07:45:00+01:00,2284
2011-12-28 08:00:00+01:00,597
2011-12-28 08:15:00+01:00,0
2011-12-28 08:30:00+01:00,1730
2011-12-28 08:45:00+01:00,4153
2011-12-28 09:00:00+01:00,950
2011-12-28 09:15:00+01:00,2762
2011-12-28 09:30:00+01:00,1514
2011-12-28 09:45:00+01:00,3705
2011-12-28 10:00:00+01:00,3267
2011-12-28 10:15:00+01:00,4646
2011-12-28 10:30:00+01:00,4238
2011-12-28 10:45:00+01:00,3467
2011-12-28 11:00:00+01:00,1978
2011-12-28 11:15:00+01:00,1999
2011-12-28 11:30:00+01:00,3295
2011-12-28 11:45:00+01:00,2861
2011-12-28 12:00:00+01:00,1511
2011-12-28 12:15:00+01:00,3608
2011-12-28 12:30:00+01:00,5749
2011-12-28 12:45:00+01:00,827
2011-12-28 13:00:00+01:00,0
2011-12-28 13:15:00+01:00,4860
2011-12-28 13:30:00+01:00,4264
2011-12-28 13:45:00+01:00,1348
2011-12-28 14:00:00+01:00,2705
2011-12-28 14:15:00+01:00,4726
2011-12-28 14:30:00+01:00,3731
2011-12-28 14:45:00+01:00,3003
2011-12-28 15:00:00+01:00,0
2011-12-28 15:15:00+01:00,3625
2011-12-28 15:30:00+01:00,1614
2011-12-28 15:45:00+01:00,3678
2011-12-28 16:00:00+01:00,3448
2011-12-28 16:15:00+01:00,3425
2011-12-28 16:30:00+01:00,4289
2011-12-28 16:45:00+01:00,5464
2011-12-28 17:00:00+01:00,3998
2011-12-28 17:15:00+01:00,5431
2011-12-28 17:30:00+01:00,2102
2011-12-28 17:45:00+01:00,7462
2011-12-28 18:00:00+01:00,2870
2011-12-28 18:15:00+01:00,8197
2011-12-28 18:30:00+01:00,5854
2011-12-28 18:45:00+01:00,5660
2011-12-28 19:00:00+01:00,7036
2011-12-28 19:15:00+01:00,10963
2011-12-28 19:30:00+01:00,10510
2011-12-28 19:45:00+01:00,9976
2011-12-28 20:00:00+01:00,12434
2011-12-28 20:15:00+01:00,7385
2011-12-28 20:30:00+01:00,9823
2011-12-28 20:45:00+01:00,10917
2011-12-28 21:00:00+01:00,8102
2011-12-28 21:15:00+01:00,12294
2011-12-28 21:30:00+01:00,7796
2011-12-28 21:45:00+01:00,7716
2011-12-28 22:00:00+01:00,5331
2011-12-28 22:15:00+01:00,6482
2011-12-28 22:30:00+01:00,10283
2011-12-28 22:45:00+01:00,5773
2011-12-28 23:00:00+01:00,4405
2011-12-28 23:15:00+01:00,7564
2011-12-28 23:30:00+01:00,4696
2011-12-28 23:45:00+01:00,6480
2011-12-29 00:00:00+01:00,4430
2011-12-29 00:15:00+01:00,3283
2011-12-29 00:30:00+01:00,4937
2011-12-29 00:45:00+01:00,3150
2011-12-29 01:00:00+01:00,5286
2011-12-29 01:15:00+01:00,4432
2011-12-29 01:30:00+01:00,2900
2011-12-29 01:45:00+01:00,2421
2011-12-29 02:00:00+01:00,1711
2011-12-29 02:15:00+01:00,580
2011-12-29 02:30:00+01:00,4121
2011-12-29 02:45:00+01:00,3711
2011-12-29 03:00:00+01:00,3192
2011-12-29 03:15:00+01:00,199
2011-12-29 03:30:00+01:00,2083
2011-12-29 03:45:00+01:00,3098
2011-12-29 04:00:00+01:00,641
2011-12-29 04:15:00+01:00,2430
2011-12-29 04:30:00+01:00,3212
2011-12-29 04:45:00+01:00,3310
2011-12-29 05:00:00+01:00,1973
2011-12-29 05:15:00+01:00,1716
2011-12-29 05:30:00+01:00,2143
2011-12-29 05:45:00+01:00,2947
2011-12-29 06:00:00+01:00,2870
2011-12-29 06:15:00+01:00,2040
2011-12-29 06:30:00+01:00,2470
2011-12-29 06:45:00+01:00,528
2011-12-29 07:00:00+01:00,423
2011-12-29 07:15:00+01:00,2031
2011-12-29 07:30:00+01:00,2348
2011-12-29 07:45:00+01:00,1232
2011-12-29 08:00:00+01:00,3105
2011-12-29 08:15:00+01:00,277
2011-12-29 08:30:00+01:00,444
2011-12-29 08:45:00+01:00,1129
2011-12-29 09:00:00+01:00,862
2011-12-29 09:15:00+01:00,1975
2011-12-29 09:30:00+01:00,4670
2011-12-29 09:45:00+01:00,546
2011-12-29 10:00:00+01:00,2058
2011-12-29 10:15:00+01:00,2012
2011-12-29 10:30:00+01:00,3371
2011-12-29 10:45:00+01:00,2519
2011-12-29 11:00:00+01:00,1736
2011-12-29 11:15:00+01:00,2758
2011-12-29 11:30:00+01:00,3224
2011-12-29 11:45:00+01:00,2511
2011-12-29 12:00:00+01:00,3054
2011-12-29 12:15:00+01:00,2911
2011-12-29 12:30:00+01:00,724
2011-12-29 12:45:00+01:00,2408
2011-12-29 13:00:00+01:00,228
2011-12-29 13:15:00+01:00,1028
2011-12-29 13:30:00+01:00,1119
2011-12-29 13:45:00+01:00,46
2011-12-29 14:00:00+01:00,592
2011-12-29 14:15:00+01:00,2168
2011-12-29 14:30:00+01:00,874
2011-12-29 14:45:00+01:00,2871
2011-12-29 15:00:00+01:00,0
2011-12-29 15:15:00+01:00,1320
2011-12-29 15:30:00+01:00,2694
2011-12-29 15:45:00+01:00,378
2011-12-29 16:00:00+01:00,3915
2011-12-29 16:15:00+01:00,2280
2011-12-29 16:30:00+01:00,1834
2011-12-29 16:45:00+01:00,1518
2011-12-29 17:00:00+01:00,2022
2011-12-29 17:15:00+01:00,2217
2011-12-29 17:30:00+01:00,2001
2011-12-29 17:45:00+01:00,1323
2011-12-29 18:00:00+01:00,926
2011-12-29 18:15:00+01:00,6402
2011-12-29 18:30:00+01:00,5094
2011-12-29 18:45:00+01:00,4790
2011-12-29 19:00:00+01:00,6518
2011-12-29 19:15:00+01:00,8258
2011-12-29 19:30:00+01:00,5254
2011-12-29 19:45:00+01:00,9049
2011-12-29 20:00:00+01:00,9707
2011-12-29 20:15:00+01:00,7465
2011-12-29 20:30:00+01:00,7244
2011-12-29 20:45:00+01:00,8914
2011-12-29 21:00:00+01:00,7551
2011-12-29 21:15:00+01:00,2067
2011-12-29 21:30:00+01:00,5568
2011-12-29 21:45:00+01:00,6541
2011-12-29 22:00:00+01:00,5665
2011-12-29 22:15:00+01:00,3923
2011-12-29 22:30:00+01:00,3093
2011-12-29 22:45:00+01:00,5712
2011-12-29 23:00:00+01:00,6379
2011-12-29 23:15:00+01:00,4831
2011-12-29 23:30:00+01:00,4068
2011-12-29 23:45:00+01:00,4881
2011-12-30 00:00:00+01:00,2444
2011-12-30 00:15:00+01:00,2421
2011-12-30 00:30:00+01:00,2897
2011-12-30 00:45:00+01:00,2208
2011-12-30 01:00:00+01:00,3429
2011-12-30 01:15:00+01:00,2044
2011-12-30 01:30:00+01:00,3015
2011-12-30 01:45:00+01:00,2571
2011-12-30 02:00:00+01:00,2289
2011-12-30 02:15:00+01:00,1972
2011-12-30 02:30:00+01:00,570
2011-12-30 02:45:00+01:00,1995
2011-12-30 03:00:00+01:00,2624
2011-12-30 03:15:00+01:00,3683
2011-12-30 03:30:00+01:00,2897
2011-12-30 03:45:00+01:00,2206
2011-12-30 04:00:00+01:00,1318
2011-12-30 04:15:00+01:00,2246
2011-12-30 04:30:00+01:00,1823
2011-12-30 04:45:00+01:00,1347
2011-12-30 05:00:00+01:00,1394
2011-12-30 05:15:00+01:00,1777
2011-12-30 05:30:00+01:00,1207
2011-12-30 05:45:00+01:00,2648
2011-12-30 06:00:00+01:00,1912
2011-12-30 06:15:00+01:00,1651
2011-12-30 06:30:00+01:00,1296
2011-12-30 06:45:00+01:00,1842
2011-12-30 07:00:00+01:00,1315
2011-12-30 07:15:00+01:00,132
2011-12-30 07:30:00+01:00,2438
2011-12-30 07:45:00+01:00,812
2011-12-30 08:00:00+01:00,1084
2011-12-30 08:15:00+01:00,950
2011-12-30 08:30:00+01:00,598
2011-12-30 08:45:00+01:00,1632
2011-12-30 09:00:00+01:00,1271
2011-12-30 09:15:00+01:00,2040
2011-12-30 09:30:00+01:00,1421
2011-12-30 09:45:00+01:00,1242
2011-12-30 10:00:00+01:00,2381
2011-12-30 10:15:00+01:00,1587
2011-12-30 10:30:00+01:00,2909
2011-12-30 10:45:00+01:00,0
2011-12-30 11:00:00+01:00,1840
2011-12-30 11:15:00+01:00,1879
2011-12-30 11:30:00+01:00,1436
2011-12-30 11:45:00+01:00,152
2011-12-30 12:00:00+01:00,2022
2011-12-30 12:15:00+01:00,189
2011-12-30 12:30:00+01:00,1857
2011-12-30 12:45:00+01:00,1001
2011-12-30 13:00:00+01:00,1286
2011-12-30 13:15:00+01:00,1515
2011-12-30 13:30:00+01:00,2901
2011-12-30 13:45:00+01:00,2285
2011-12-30 14:00:00+01:00,1268
2011-12-30 14:15:00+01:00,848
2011-12-30 14:30:00+01:00,937
2011-12-30 14:45:00+01:00,0
2011-12-30 15:00:00+01:00,1944
2011-12-30 15:15:00+01:00,2084
2011-12-30 15:30:00+01:00,3449
2011-12-30 15:45:00+01:00,2859
2011-12-30 16:00:00+01:00,2982
2011-12-30 16:15:00+01:00,516
2011-12-30 16:30:00+01:00,1416
2011-12-30 16:45:00+01:00,1313
2011-12-30 17:00:00+01:00,2792
2011-12-30 17:15:00+01:00,2468
2011-12-30 17:30:00+01:00,3689
2011-12-30 17:45:00+01:00,1921
2011-12-30 18:00:00+01:00,348
2011-12-30 18:15:00+01:00,3601
2011-12-30 18:30:00+01:00,4884
2011-12-30 18:45:00+01:00,4569
2011-12-30 19:00:00+01:00,4046
2011-12-30 19:15:00+01:00,5578
2011-12-30 19:30:00+01:00,6647
2011-12-30 19:45:00+01:00,6016
2011-12-30 20:00:00+01:00,5147
2011-12-30 20:15:00+01:00,2504
2011-12-30 20:30:00+01:00,6027
2011-12-30 20:45:00+01:00,6302
2011-12-30 21:00:00+01:00,3412
2011-12-30 21:15:00+01:00,4503
2011-12-30 21:30:00+01:00,4595
2011-12-30 21:45:00+01:00,4334
2011-12-30 22:00:00+01:00,2548
2011-12-30 22:15:00+01:00,4362
2011-12-30 22:30:00+01:00,2612
2011-12-30 22:45:00+01:00,1791
2011-12-30 23:00:00+01:00,2470
2011-12-30 23:15:00+01:00,1715
2011-12-30 23:30:00+01:00,2944
2011-12-30 23:45:00+01:00,2624
2011-12-31 00:00:00+01:00,1075
2011-12-31 00:15:00+01:00,1808
2011-12-31 00:30:00+01:00,1044
2011-12-31 00:45:00+01:00,1572
2011-12-31 01:00:00+01:00,503
2011-12-31 01:15:00+01:00,1104
2011-12-31 01:30:00+01:00,931
2011-12-31 01:45:00+01:00,2191
2011-12-31 02:00:00+01:00,896
2011-12-31 02:15:00+01:00,1157
2011-12-31 02:30:00+01:00,1477
2011-12-31 02:45:00+01:00,1011
2011-12-31 03:00:00+01:00,1133
2011-12-31 03:15:00+01:00,1268
2011-12-31 03:30:00+01:00,839
2011-12-31 03:45:00+01:00,1204
2011-12-31 04:00:00+01:00,1233
2011-12-31 04:15:00+01:00,440
2011-12-31 04:30:00+01:00,1596
2011-12-31 04:45:00+01:00,691
2011-12-31 05:00:00+01:00,1216
2011-12-31 05:15:00+01:00,560
2011-12-31 05:30:00+01:00,1348
2011-12-31 05:45:00+01:00,0
2011-12-31 06:00:00+01:00,1035
2011-12-31 06:15:00+01:00,198
2011-12-31 06:30:00+01:00,461
2011-12-31 06:45:00+01:00,834
2011-12-31 07:00:00+01:00,899
2011-12-31 07:15:00+01:00,648
2011-12-31 07:30:00+01:00,400
2011-12-31 07:45:00+01:00,140
2011-12-31 08:00:00+01:00,387
2011-12-31 08:15:00+01:00,300
2011-12-31 08:30:00+01:00,411
2011-12-31 08:45:00+01:00,853
2011-12-31 09:00:00+01:00,0
2011-12-31 09:15:00+01:00,832
2011-12-31 09:30:00+01:00,772
2011-12-31 09:45:00+01:00,412
2011-12-31 10:00:00+01:00,813
2011-12-31 10:15:00+01:00,353
2011-12-31 10:30:00+01:00,892
2011-12-31 10:45:00+01:00,798
2011-12-31 11:00:00+01:00,741
2011-12-31 11:15:00+01:00,1079
2011-12-31 11:30:00+01:00,1053
2011-12-31 11:45:00+01:00,639
2011-12-31 12:00:00+01:00,0
2011-12-31 12:15:00+01:00,496
2011-12-31 12:30:00+01:00,1306
2011-12-31 12:45:00+01:00,701
2011-12-31 13:00:00+01:00,692
2011-12-31 13:15:00+01:00,835
2011-12-31 13:30:00+01:00,1344
2011-12-31 13:45:00+01:00,784
2011-12-31 14:00:00+01:00,1302
2011-12-31 14:15:00+01:00,262
2011-12-31 14:30:00+01:00,347
2011-12-31 14:45:00+01:00,1032
2011-12-31 15:00:00+01:00,1185
2011-12-31 15:15:00+01:00,1077
2011-12-31 15:30:00+01:00,976
2011-12-31 15:45:00+01:00,0
2011-12-31 16:00:00+01:00,970
2011-12-31 16:15:00+01:00,935
2011-12-31 16:30:00+01:00,974
2011-12-31 16:45:00+01:00,1129
2011-12-31 17:00:00+01:00,472
2011-12-31 17:15:00+01:00,1199
2011-12-31 17:30:00+01:00,532
2011-12-31 17:45:00+01:00,961
2011-12-31 18:00:00+01:00,1241
2011-12-31 18:15:00+01:00,2534
2011-12-31 18:30:00+01:00,1837
2011-12-31 18:45:00+01:00,2778
2011-12-31 19:00:00+01:00,1377
2011-12-31 19:15:00+01:00,2510
2011-12-31 19:30:00+01:00,1443
2011-12-31 19:45:00+01:00,2972
2011-12-31 20:00:00+01:00,3026
2011-12-31 20:15:00+01:00,1971
2011-12-31 20:30:00+01:00,848
2011-12-31 20:45:00+01:00,2699
2011-12-31 21:00:00+01:00,2107
2011-12-31 21:15:00+01:00,2226
2011-12-31 21:30:00+01:00,1369
2011-12-31 21:45:00+01:00,2335
2011-12-31 22:00:00+01:00,1527
2011-12-31 22:15:00+01:00,525
2011-12-31 22:30:00+01:00,1100
2011-12-31 22:45:00+01:00,1928
2011-12-31 23:00:00+01:00,2126
2011-12-31 23:15:00+01:00,1177
2011-12-31 23:30:00+01:00,1387
2011-12-31 23:45:00+01:00,1693
2012-01-01 00:00:00+01:00,1218
2012-01-01 00:15:00+01:00,873
2012-01-01 00:30:00+01:00,6423
2012-01-01 00:45:00+01:00,5643
2012-01-01 01:00:00+01:00,4086
2012-01-01 01:15:00+01:00,1649
2012-01-01 01:30:00+01:00,6015
2012-01-01 01:45:00+01:00,1470
