profile,period,day,time,power
G25,Aug,Sunday,13:30,68.36
G25,Aug,Sunday,13:45,66.136
G25,Aug,Sunday,14:00,66.996
G25,Aug,Sunday,14:15,66.6
G25,Aug,Sunday,14:30,65.556
G25,Aug,Sunday,14:45,65.976
G25,Aug,Sunday,15:00,66.828
G25,Aug,Sunday,15:15,67.4
G25,Aug,Sunday,15:30,67.116
G25,Aug,Sunday,15:45,67.292
G25,Aug,Sunday,16:00,68.652
G25,Aug,Sunday,16:15,68.184
G25,Aug,Sunday,16:30,67.9
G25,Aug,Sunday,16:45,68.292
G25,Aug,Sunday,17:00,67.64
G25,Aug,Sunday,17:15,67.936
G25,Aug,Sunday,17:30,68.564
G25,Aug,Sunday,17:45,69.028
G25,Aug,Sunday,18:00,68.02
G25,Aug,Sunday,18:15,67.468
G25,Aug,Sunday,18:30,67.44
G25,Aug,Sunday,18:45,66.828
G25,Aug,Sunday,19:00,66.768
G25,Aug,Sunday,19:15,65.924
G25,Aug,Sunday,19:30,65.16
G25,Aug,Sunday,19:45,64.656
G25,Aug,Sunday,20:00,64.884
G25,Aug,Sunday,20:15,64.604
G25,Aug,Sunday,20:30,65.056
G25,Aug,Sunday,20:45,64.764
G25,Aug,Sunday,21:00,63.464
G25,Aug,Sunday,21:15,62.356
G25,Aug,Sunday,21:30,61.244
G25,Aug,Sunday,21:45,60.072
G25,Aug,Sunday,22:00,58.548
G25,Aug,Sunday,22:15,57.52
G25,Aug,Sunday,22:30,55.428
G25,Aug,Sunday,22:45,55.196
G25,Aug,Sunday,23:00,53.5
G25,Aug,Sunday,23:15,52.92
G25,Aug,Sunday,23:30,52.368
G25,Aug,Sunday,23:45,51.588
G25,Sep,Workday,00:00,52.176
G25,Sep,Workday,00:15,51.452
G25,Sep,Workday,00:30,50.872
G25,Sep,Workday,00:45,50.28
G25,Sep,Workday,01:00,49.988
G25,Sep,Workday,01:15,49.932
G25,Sep,Workday,01:30,49.628
G25,Sep,Workday,01:45,49.728
G25,Sep,Workday,02:00,49.632
G25,Sep,Workday,02:15,49.536
G25,Sep,Workday,02:30,49.472
G25,Sep,Workday,02:45,49.608
G25,Sep,Workday,03:00,50.056
G25,Sep,Workday,03:15,50.164
G25,Sep,Workday,03:30,50.46
G25,Sep,Workday,03:45,51.884
G25,Sep,Workday,04:00,53.176
G25,Sep,Workday,04:15,53.992
G25,Sep,Workday,04:30,56.384
G25,Sep,Workday,04:45,57.908
G25,Sep,Workday,05:00,61.88
G25,Sep,Workday,05:15,64.74
G25,Sep,Workday,05:30,69.408
G25,Sep,Workday,05:45,76.608
G25,Sep,Workday,06:00,84.584
G25,Sep,Workday,06:15,91.656
G25,Sep,Workday,06:30,100.564
G25,Sep,Workday,06:45,111.844
G25,Sep,Workday,07:00,127.376
G25,Sep,Workday,07:15,140.66
G25,Sep,Workday,07:30,154.08
G25,Sep,Workday,07:45,168.928
G25,Sep,Workday,08:00,185.308
G25,Sep,Workday,08:15,193.6
G25,Sep,Workday,08:30,198.48
G25,Sep,Workday,08:45,205.412
G25,Sep,Workday,09:00,209.816
G25,Sep,Workday,09:15,211.06
G25,Sep,Workday,09:30,215.872
G25,Sep,Workday,09:45,219.856
G25,Sep,Workday,10:00,225.816
G25,Sep,Workday,10:15,227.188
G25,Sep,Workday,10:30,226.556
G25,Sep,Workday,10:45,225.384
G25,Sep,Workday,11:00,226.248
G25,Sep,Workday,11:15,226.144
G25,Sep,Workday,11:30,225.964
G25,Sep,Workday,11:45,224.24
G25,Sep,Workday,12:00,216.024
G25,Sep,Workday,12:15,210.688
G25,Sep,Workday,12:30,205.16
G25,Sep,Workday,12:45,202.756
G25,Sep,Workday,13:00,199.876
G25,Sep,Workday,13:15,195.952
G25,Sep,Workday,13:30,192.648
G25,Sep,Workday,13:45,191.368
G25,Sep,Workday,14:00,193.104
G25,Sep,Workday,14:15,192.096
G25,Sep,Workday,14:30,192.744
G25,Sep,Workday,14:45,190.808
G25,Sep,Workday,15:00,187.888
G25,Sep,Workday,15:15,184.3
G25,Sep,Workday,15:30,180.196
G25,Sep,Workday,15:45,175.384
G25,Sep,Workday,16:00,170.276
G25,Sep,Workday,16:15,166.328
G25,Sep,Workday,16:30,162.348
G25,Sep,Workday,16:45,157.244
G25,Sep,Workday,17:00,149.676
G25,Sep,Workday,17:15,145.032
G25,Sep,Workday,17:30,140.544
G25,Sep,Workday,17:45,136.212
G25,Sep,Workday,18:00,124.7
G25,Sep,Workday,18:15,117.032
G25,Sep,Workday,18:30,107.216
G25,Sep,Workday,18:45,102.7
G25,Sep,Workday,19:00,97.568
G25,Sep,Workday,19:15,93.048
G25,Sep,Workday,19:30,91.404
G25,Sep,Workday,19:45,89.324
G25,Sep,Workday,20:00,86.12
G25,Sep,Workday,20:15,82.808
G25,Sep,Workday,20:30,79.7
G25,Sep,Workday,20:45,76.868
G25,Sep,Workday,21:00,73.328
G25,Sep,Workday,21:15,71.384
G25,Sep,Workday,21:30,68.744
G25,Sep,Workday,21:45,66.292
G25,Sep,Workday,22:00,63.5
G25,Sep,Workday,22:15,61.66
G25,Sep,Workday,22:30,59.804
G25,Sep,Workday,22:45,58.588
G25,Sep,Workday,23:00,57.032
G25,Sep,Workday,23:15,55.716
G25,Sep,Workday,23:30,54.684
G25,Sep,Workday,23:45,54.004
G25,Sep,Saturday,00:00,53.296
G25,Sep,Saturday,00:15,52.532
G25,Sep,Saturday,00:30,51.644
G25,Sep,Saturday,00:45,51.424
G25,Sep,Saturday,01:00,50.888
G25,Sep,Saturday,01:15,50.128
G25,Sep,Saturday,01:30,49.992
G25,Sep,Saturday,01:45,49.496
G25,Sep,Saturday,02:00,49.72
G25,Sep,Saturday,02:15,49.528
G25,Sep,Saturday,02:30,49.148
G25,Sep,Saturday,02:45,49.052
G25,Sep,Saturday,03:00,49.412
G25,Sep,Saturday,03:15,49.432
G25,Sep,Saturday,03:30,49.716
G25,Sep,Saturday,03:45,50.296
G25,Sep,Saturday,04:00,50.928
G25,Sep,Saturday,04:15,51.512
G25,Sep,Saturday,04:30,52.684
G25,Sep,Saturday,04:45,54.348
G25,Sep,Saturday,05:00,56.512
G25,Sep,Saturday,05:15,57.932
G25,Sep,Saturday,05:30,60.476
G25,Sep,Saturday,05:45,63.024
G25,Sep,Saturday,06:00,64.912
G25,Sep,Saturday,06:15,65.148
G25,Sep,Saturday,06:30,66.008
G25,Sep,Saturday,06:45,67.108
G25,Sep,Saturday,07:00,68.672
G25,Sep,Saturday,07:15,69.696
G25,Sep,Saturday,07:30,70.9
G25,Sep,Saturday,07:45,74.628
G25,Sep,Saturday,08:00,79.976
G25,Sep,Saturday,08:15,84.008
G25,Sep,Saturday,08:30,88.628
G25,Sep,Saturday,08:45,94.736
G25,Sep,Saturday,09:00,101.72
G25,Sep,Saturday,09:15,105.792
G25,Sep,Saturday,09:30,109.656
G25,Sep,Saturday,09:45,113.152
G25,Sep,Saturday,10:00,118.412
G25,Sep,Saturday,10:15,119.092
G25,Sep,Saturday,10:30,119.64
G25,Sep,Saturday,10:45,120.264
G25,Sep,Saturday,11:00,119.692
G25,Sep,Saturday,11:15,120.044
G25,Sep,Saturday,11:30,120.616
G25,Sep,Saturday,11:45,119.524
G25,Sep,Saturday,12:00,117.404
G25,Sep,Saturday,12:15,114.624
G25,Sep,Saturday,12:30,113.116
G25,Sep,Saturday,12:45,111.084
G25,Sep,Saturday,13:00,106.504
G25,Sep,Saturday,13:15,102.968
G25,Sep,Saturday,13:30,100.796
G25,Sep,Saturday,13:45,97.776
G25,Sep,Saturday,14:00,95.128
G25,Sep,Saturday,14:15,93.212
G25,Sep,Saturday,14:30,91.388
G25,Sep,Saturday,14:45,90.388
G25,Sep,Saturday,15:00,89.408
G25,Sep,Saturday,15:15,88.296
G25,Sep,Saturday,15:30,88.444
G25,Sep,Saturday,15:45,88.104
G25,Sep,Saturday,16:00,86.512
G25,Sep,Saturday,16:15,84.472
G25,Sep,Saturday,16:30,84.072
G25,Sep,Saturday,16:45,83.668
G25,Sep,Saturday,17:00,83.864
G25,Sep,Saturday,17:15,83.284
G25,Sep,Saturday,17:30,83.596
G25,Sep,Saturday,17:45,83.824
G25,Sep,Saturday,18:00,80.392
G25,Sep,Saturday,18:15,77.136
G25,Sep,Saturday,18:30,75.14
G25,Sep,Saturday,18:45,74.812
G25,Sep,Saturday,19:00,74.144
G25,Sep,Saturday,19:15,73.352
G25,Sep,Saturday,19:30,73.464
G25,Sep,Saturday,19:45,73.06
G25,Sep,Saturday,20:00,71.96
G25,Sep,Saturday,20:15,70.4
G25,Sep,Saturday,20:30,69.068
G25,Sep,Saturday,20:45,67.16
G25,Sep,Saturday,21:00,65.608
G25,Sep,Saturday,21:15,64.388
G25,Sep,Saturday,21:30,63.088
G25,Sep,Saturday,21:45,61.228
G25,Sep,Saturday,22:00,59.692
G25,Sep,Saturday,22:15,58.092
G25,Sep,Saturday,22:30,56.476
G25,Sep,Saturday,22:45,55.984
G25,Sep,Saturday,23:00,55.012
G25,Sep,Saturday,23:15,54.004
G25,Sep,Saturday,23:30,53.46
G25,Sep,Saturday,23:45,52.312
G25,Sep,Sunday,00:00,51.596
G25,Sep,Sunday,00:15,51.192
G25,Sep,Sunday,00:30,50.276
G25,Sep,Sunday,00:45,49.776
G25,Sep,Sunday,01:00,49.244
G25,Sep,Sunday,01:15,49.344
G25,Sep,Sunday,01:30,49.18
G25,Sep,Sunday,01:45,48.652
G25,Sep,Sunday,02:00,48.26
G25,Sep,Sunday,02:15,48.256
G25,Sep,Sunday,02:30,47.704
G25,Sep,Sunday,02:45,47.784
G25,Sep,Sunday,03:00,47.872
G25,Sep,Sunday,03:15,47.64
G25,Sep,Sunday,03:30,48.38
G25,Sep,Sunday,03:45,48.34
G25,Sep,Sunday,04:00,49.052
G25,Sep,Sunday,04:15,48.824
G25,Sep,Sunday,04:30,48.448
G25,Sep,Sunday,04:45,48.888
G25,Sep,Sunday,05:00,49.188
G25,Sep,Sunday,05:15,49.84
G25,Sep,Sunday,05:30,50.268
G25,Sep,Sunday,05:45,51.312
G25,Sep,Sunday,06:00,52.524
G25,Sep,Sunday,06:15,52.268
G25,Sep,Sunday,06:30,52.528
G25,Sep,Sunday,06:45,53.312
G25,Sep,Sunday,07:00,54.112
G25,Sep,Sunday,07:15,53.724
G25,Sep,Sunday,07:30,53.296
G25,Sep,Sunday,07:45,54.416
G25,Sep,Sunday,08:00,55.936
G25,Sep,Sunday,08:15,56.708
G25,Sep,Sunday,08:30,57.696
G25,Sep,Sunday,08:45,59.324
G25,Sep,Sunday,09:00,60.072
G25,Sep,Sunday,09:15,60.576
G25,Sep,Sunday,09:30,62.224
G25,Sep,Sunday,09:45,63.18
G25,Sep,Sunday,10:00,65.1
G25,Sep,Sunday,10:15,65.456
G25,Sep,Sunday,10:30,65.48
G25,Sep,Sunday,10:45,66.792
G25,Sep,Sunday,11:00,68.332
G25,Sep,Sunday,11:15,69.04
G25,Sep,Sunday,11:30,68.62
G25,Sep,Sunday,11:45,69.476
G25,Sep,Sunday,12:00,69.796
G25,Sep,Sunday,12:15,69.108
G25,Sep,Sunday,12:30,69.028
G25,Sep,Sunday,12:45,68.884
G25,Sep,Sunday,13:00,69.188
G25,Sep,Sunday,13:15,69.448
G25,Sep,Sunday,13:30,69.26
G25,Sep,Sunday,13:45,68.092
G25,Sep,Sunday,14:00,67.108
G25,Sep,Sunday,14:15,66.592
G25,Sep,Sunday,14:30,66.588
G25,Sep,Sunday,14:45,67.296
G25,Sep,Sunday,15:00,67.532
G25,Sep,Sunday,15:15,67.408
G25,Sep,Sunday,15:30,67.356
G25,Sep,Sunday,15:45,67.444
G25,Sep,Sunday,16:00,67.952
G25,Sep,Sunday,16:15,68.644
G25,Sep,Sunday,16:30,69.264
G25,Sep,Sunday,16:45,69.232
G25,Sep,Sunday,17:00,69.38
G25,Sep,Sunday,17:15,69.56
G25,Sep,Sunday,17:30,69.964
G25,Sep,Sunday,17:45,70.148
G25,Sep,Sunday,18:00,68.892
G25,Sep,Sunday,18:15,68.108
G25,Sep,Sunday,18:30,68.124
G25,Sep,Sunday,18:45,67.448
G25,Sep,Sunday,19:00,67.836
G25,Sep,Sunday,19:15,68.272
G25,Sep,Sunday,19:30,68.216
G25,Sep,Sunday,19:45,68.532
G25,Sep,Sunday,20:00,69.116
G25,Sep,Sunday,20:15,67.256
G25,Sep,Sunday,20:30,66.46
G25,Sep,Sunday,20:45,64.744
G25,Sep,Sunday,21:00,62.6
G25,Sep,Sunday,21:15,60.88
G25,Sep,Sunday,21:30,58.716
G25,Sep,Sunday,21:45,57.48
G25,Sep,Sunday,22:00,56.864
G25,Sep,Sunday,22:15,54.984
G25,Sep,Sunday,22:30,53.756
G25,Sep,Sunday,22:45,52.596
G25,Sep,Sunday,23:00,51.836
G25,Sep,Sunday,23:15,50.804
G25,Sep,Sunday,23:30,50.156
G25,Sep,Sunday,23:45,49.956
G25,Oct,Workday,00:00,52.516
G25,Oct,Workday,00:15,51.876
G25,Oct,Workday,00:30,51.32
G25,Oct,Workday,00:45,50.872
G25,Oct,Workday,01:00,50.552
G25,Oct,Workday,01:15,50.376
G25,Oct,Workday,01:30,50.064
G25,Oct,Workday,01:45,49.9
G25,Oct,Workday,02:00,49.94
G25,Oct,Workday,02:15,49.76
G25,Oct,Workday,02:30,49.84
G25,Oct,Workday,02:45,49.916
G25,Oct,Workday,03:00,50.412
G25,Oct,Workday,03:15,50.872
G25,Oct,Workday,03:30,51.204
G25,Oct,Workday,03:45,52.556
G25,Oct,Workday,04:00,53.944
G25,Oct,Workday,04:15,54.528
G25,Oct,Workday,04:30,56.988
G25,Oct,Workday,04:45,58.62
G25,Oct,Workday,05:00,63.124
G25,Oct,Workday,05:15,65.38
G25,Oct,Workday,05:30,70.664
G25,Oct,Workday,05:45,77.292
G25,Oct,Workday,06:00,86.476
G25,Oct,Workday,06:15,94.032
G25,Oct,Workday,06:30,104.78
G25,Oct,Workday,06:45,119.672
G25,Oct,Workday,07:00,138.18
G25,Oct,Workday,07:15,151.956
G25,Oct,Workday,07:30,167.604
G25,Oct,Workday,07:45,181.776
G25,Oct,Workday,08:00,197.744
G25,Oct,Workday,08:15,204.296
G25,Oct,Workday,08:30,209.24
G25,Oct,Workday,08:45,215.428
G25,Oct,Workday,09:00,220.96
G25,Oct,Workday,09:15,222.756
G25,Oct,Workday,09:30,225.692
G25,Oct,Workday,09:45,230.136
G25,Oct,Workday,10:00,236.432
G25,Oct,Workday,10:15,236.564
G25,Oct,Workday,10:30,234.756
G25,Oct,Workday,10:45,234.94
G25,Oct,Workday,11:00,235.132
G25,Oct,Workday,11:15,233.672
G25,Oct,Workday,11:30,231.912
G25,Oct,Workday,11:45,229.304
G25,Oct,Workday,12:00,221.092
G25,Oct,Workday,12:15,215.0
G25,Oct,Workday,12:30,209.56
G25,Oct,Workday,12:45,206.04
G25,Oct,Workday,13:00,202.664
G25,Oct,Workday,13:15,198.876
G25,Oct,Workday,13:30,195.76
G25,Oct,Workday,13:45,194.516
G25,Oct,Workday,14:00,195.14
G25,Oct,Workday,14:15,194.516
G25,Oct,Workday,14:30,194.776
G25,Oct,Workday,14:45,192.624
G25,Oct,Workday,15:00,189.86
G25,Oct,Workday,15:15,186.612
G25,Oct,Workday,15:30,183.468
G25,Oct,Workday,15:45,179.612
G25,Oct,Workday,16:00,174.868
G25,Oct,Workday,16:15,170.988
G25,Oct,Workday,16:30,166.512
G25,Oct,Workday,16:45,161.912
G25,Oct,Workday,17:00,155.132
G25,Oct,Workday,17:15,150.476
G25,Oct,Workday,17:30,146.156
G25,Oct,Workday,17:45,141.872
G25,Oct,Workday,18:00,131.412
G25,Oct,Workday,18:15,125.3
G25,Oct,Workday,18:30,117.224
G25,Oct,Workday,18:45,111.872
G25,Oct,Workday,19:00,105.792
G25,Oct,Workday,19:15,100.164
G25,Oct,Workday,19:30,96.104
G25,Oct,Workday,19:45,92.08
G25,Oct,Workday,20:00,87.576
G25,Oct,Workday,20:15,83.812
G25,Oct,Workday,20:30,80.048
G25,Oct,Workday,20:45,76.884
G25,Oct,Workday,21:00,74.556
G25,Oct,Workday,21:15,72.076
G25,Oct,Workday,21:30,69.424
G25,Oct,Workday,21:45,67.212
G25,Oct,Workday,22:00,64.352
G25,Oct,Workday,22:15,62.4
G25,Oct,Workday,22:30,60.376
G25,Oct,Workday,22:45,58.952
G25,Oct,Workday,23:00,57.22
G25,Oct,Workday,23:15,56.312
G25,Oct,Workday,23:30,55.32
G25,Oct,Workday,23:45,54.384
G25,Oct,Saturday,00:00,54.248
G25,Oct,Saturday,00:15,53.56
G25,Oct,Saturday,00:30,53.008
G25,Oct,Saturday,00:45,52.668
G25,Oct,Saturday,01:00,52.556
G25,Oct,Saturday,01:15,52.428
G25,Oct,Saturday,01:30,51.732
G25,Oct,Saturday,01:45,51.536
G25,Oct,Saturday,02:00,51.056
G25,Oct,Saturday,02:15,50.584
G25,Oct,Saturday,02:30,50.36
G25,Oct,Saturday,02:45,50.484
G25,Oct,Saturday,03:00,50.932
G25,Oct,Saturday,03:15,50.956
G25,Oct,Saturday,03:30,51.18
G25,Oct,Saturday,03:45,51.288
G25,Oct,Saturday,04:00,52.588
G25,Oct,Saturday,04:15,52.612
G25,Oct,Saturday,04:30,54.896
G25,Oct,Saturday,04:45,56.664
G25,Oct,Saturday,05:00,58.9
G25,Oct,Saturday,05:15,59.976
G25,Oct,Saturday,05:30,62.364
G25,Oct,Saturday,05:45,65.076
G25,Oct,Saturday,06:00,67.484
G25,Oct,Saturday,06:15,69.344
G25,Oct,Saturday,06:30,70.04
G25,Oct,Saturday,06:45,72.688
G25,Oct,Saturday,07:00,75.912
G25,Oct,Saturday,07:15,78.636
G25,Oct,Saturday,07:30,80.216
G25,Oct,Saturday,07:45,85.076
G25,Oct,Saturday,08:00,89.804
G25,Oct,Saturday,08:15,92.156
G25,Oct,Saturday,08:30,96.464
G25,Oct,Saturday,08:45,104.228
G25,Oct,Saturday,09:00,111.712
G25,Oct,Saturday,09:15,113.944
G25,Oct,Saturday,09:30,117.928
G25,Oct,Saturday,09:45,120.6
G25,Oct,Saturday,10:00,125.284
G25,Oct,Saturday,10:15,126.964
G25,Oct,Saturday,10:30,128.236
G25,Oct,Saturday,10:45,127.972
G25,Oct,Saturday,11:00,126.88
G25,Oct,Saturday,11:15,128.408
G25,Oct,Saturday,11:30,127.84
G25,Oct,Saturday,11:45,127.168
G25,Oct,Saturday,12:00,121.3
G25,Oct,Saturday,12:15,119.22
G25,Oct,Saturday,12:30,116.22
G25,Oct,Saturday,12:45,113.236
G25,Oct,Saturday,13:00,108.176
G25,Oct,Saturday,13:15,105.884
G25,Oct,Saturday,13:30,103.876
G25,Oct,Saturday,13:45,102.068
G25,Oct,Saturday,14:00,98.76
G25,Oct,Saturday,14:15,97.536
G25,Oct,Saturday,14:30,95.64
G25,Oct,Saturday,14:45,94.48
G25,Oct,Saturday,15:00,92.888
G25,Oct,Saturday,15:15,93.336
G25,Oct,Saturday,15:30,92.372
G25,Oct,Saturday,15:45,92.192
G25,Oct,Saturday,16:00,90.208
G25,Oct,Saturday,16:15,87.816
G25,Oct,Saturday,16:30,86.408
G25,Oct,Saturday,16:45,87.552
G25,Oct,Saturday,17:00,86.616
G25,Oct,Saturday,17:15,86.792
G25,Oct,Saturday,17:30,87.18
G25,Oct,Saturday,17:45,86.948
G25,Oct,Saturday,18:00,84.888
G25,Oct,Saturday,18:15,82.924
G25,Oct,Saturday,18:30,83.224
G25,Oct,Saturday,18:45,83.884
G25,Oct,Saturday,19:00,82.78
G25,Oct,Saturday,19:15,81.244
G25,Oct,Saturday,19:30,79.184
G25,Oct,Saturday,19:45,77.54
G25,Oct,Saturday,20:00,76.048
G25,Oct,Saturday,20:15,73.464
G25,Oct,Saturday,20:30,71.664
G25,Oct,Saturday,20:45,70.244
G25,Oct,Saturday,21:00,68.524
G25,Oct,Saturday,21:15,66.808
G25,Oct,Saturday,21:30,65.504
G25,Oct,Saturday,21:45,64.612
G25,Oct,Saturday,22:00,62.184
G25,Oct,Saturday,22:15,60.588
G25,Oct,Saturday,22:30,59.328
G25,Oct,Saturday,22:45,58.416
G25,Oct,Saturday,23:00,58.084
G25,Oct,Saturday,23:15,56.68
G25,Oct,Saturday,23:30,54.932
G25,Oct,Saturday,23:45,54.56
G25,Oct,Sunday,00:00,52.696
G25,Oct,Sunday,00:15,52.384
G25,Oct,Sunday,00:30,51.52
G25,Oct,Sunday,00:45,51.028
G25,Oct,Sunday,01:00,50.884
G25,Oct,Sunday,01:15,50.424
G25,Oct,Sunday,01:30,49.628
G25,Oct,Sunday,01:45,49.644
G25,Oct,Sunday,02:00,49.644
G25,Oct,Sunday,02:15,49.3
G25,Oct,Sunday,02:30,49.268
G25,Oct,Sunday,02:45,49.276
G25,Oct,Sunday,03:00,49.54
G25,Oct,Sunday,03:15,49.048
G25,Oct,Sunday,03:30,49.236
G25,Oct,Sunday,03:45,49.372
G25,Oct,Sunday,04:00,49.716
G25,Oct,Sunday,04:15,50.064
G25,Oct,Sunday,04:30,49.82
G25,Oct,Sunday,04:45,49.92
G25,Oct,Sunday,05:00,51.16
G25,Oct,Sunday,05:15,51.968
G25,Oct,Sunday,05:30,52.712
G25,Oct,Sunday,05:45,53.596
G25,Oct,Sunday,06:00,54.94
G25,Oct,Sunday,06:15,55.464
G25,Oct,Sunday,06:30,57.024
G25,Oct,Sunday,06:45,58.48
G25,Oct,Sunday,07:00,59.492
G25,Oct,Sunday,07:15,59.176
G25,Oct,Sunday,07:30,59.132
G25,Oct,Sunday,07:45,59.664
G25,Oct,Sunday,08:00,60.48
G25,Oct,Sunday,08:15,60.72
G25,Oct,Sunday,08:30,61.504
G25,Oct,Sunday,08:45,62.436
G25,Oct,Sunday,09:00,63.2
G25,Oct,Sunday,09:15,63.884
G25,Oct,Sunday,09:30,64.748
G25,Oct,Sunday,09:45,65.424
G25,Oct,Sunday,10:00,67.232
G25,Oct,Sunday,10:15,67.808
G25,Oct,Sunday,10:30,68.464
G25,Oct,Sunday,10:45,68.976
G25,Oct,Sunday,11:00,69.304
G25,Oct,Sunday,11:15,71.004
G25,Oct,Sunday,11:30,71.136
G25,Oct,Sunday,11:45,70.928
G25,Oct,Sunday,12:00,70.776
G25,Oct,Sunday,12:15,70.6
G25,Oct,Sunday,12:30,70.312
G25,Oct,Sunday,12:45,69.62
G25,Oct,Sunday,13:00,69.632
G25,Oct,Sunday,13:15,69.752
G25,Oct,Sunday,13:30,69.004
G25,Oct,Sunday,13:45,67.828
G25,Oct,Sunday,14:00,68.284
G25,Oct,Sunday,14:15,67.78
G25,Oct,Sunday,14:30,67.6
G25,Oct,Sunday,14:45,67.856
G25,Oct,Sunday,15:00,68.14
G25,Oct,Sunday,15:15,69.02
G25,Oct,Sunday,15:30,68.648
G25,Oct,Sunday,15:45,69.612
G25,Oct,Sunday,16:00,69.436
G25,Oct,Sunday,16:15,68.876
G25,Oct,Sunday,16:30,69.664
G25,Oct,Sunday,16:45,70.42
G25,Oct,Sunday,17:00,71.384
G25,Oct,Sunday,17:15,71.968
G25,Oct,Sunday,17:30,71.872
G25,Oct,Sunday,17:45,72.436
G25,Oct,Sunday,18:00,71.704
G25,Oct,Sunday,18:15,71.848
G25,Oct,Sunday,18:30,73.032
G25,Oct,Sunday,18:45,73.336
G25,Oct,Sunday,19:00,73.036
G25,Oct,Sunday,19:15,72.296
G25,Oct,Sunday,19:30,71.492
G25,Oct,Sunday,19:45,70.492
G25,Oct,Sunday,20:00,69.404
G25,Oct,Sunday,20:15,67.84
G25,Oct,Sunday,20:30,66.456
G25,Oct,Sunday,20:45,65.44
G25,Oct,Sunday,21:00,63.988
G25,Oct,Sunday,21:15,62.152
G25,Oct,Sunday,21:30,60.64
G25,Oct,Sunday,21:45,59.424
G25,Oct,Sunday,22:00,58.164
G25,Oct,Sunday,22:15,56.628
G25,Oct,Sunday,22:30,55.436
G25,Oct,Sunday,22:45,53.68
G25,Oct,Sunday,23:00,52.672
G25,Oct,Sunday,23:15,52.064
G25,Oct,Sunday,23:30,51.216
G25,Oct,Sunday,23:45,50.948
G25,Nov,Workday,00:00,56.944
G25,Nov,Workday,00:15,56.54
G25,Nov,Workday,00:30,56.008
G25,Nov,Workday,00:45,55.588
G25,Nov,Workday,01:00,55.336
G25,Nov,Workday,01:15,55.664
G25,Nov,Workday,01:30,54.832
G25,Nov,Workday,01:45,54.828
G25,Nov,Workday,02:00,54.652
G25,Nov,Workday,02:15,54.592
G25,Nov,Workday,02:30,54.88
G25,Nov,Workday,02:45,54.476
G25,Nov,Workday,03:00,55.396
G25,Nov,Workday,03:15,55.776
G25,Nov,Workday,03:30,55.708
G25,Nov,Workday,03:45,56.896
G25,Nov,Workday,04:00,58.516
G25,Nov,Workday,04:15,59.42
G25,Nov,Workday,04:30,61.44
G25,Nov,Workday,04:45,63.584
G25,Nov,Workday,05:00,68.36
G25,Nov,Workday,05:15,70.852
G25,Nov,Workday,05:30,77.108
G25,Nov,Workday,05:45,84.936
G25,Nov,Workday,06:00,95.524
G25,Nov,Workday,06:15,103.932
G25,Nov,Workday,06:30,115.404
G25,Nov,Workday,06:45,131.368
G25,Nov,Workday,07:00,152.352
G25,Nov,Workday,07:15,169.2
G25,Nov,Workday,07:30,186.34
G25,Nov,Workday,07:45,204.22
G25,Nov,Workday,08:00,222.66
G25,Nov,Workday,08:15,232.556
G25,Nov,Workday,08:30,239.856
G25,Nov,Workday,08:45,247.248
G25,Nov,Workday,09:00,251.816
G25,Nov,Workday,09:15,253.76
G25,Nov,Workday,09:30,257.968
G25,Nov,Workday,09:45,262.052
G25,Nov,Workday,10:00,269.188
G25,Nov,Workday,10:15,269.492
G25,Nov,Workday,10:30,268.1
G25,Nov,Workday,10:45,267.744
G25,Nov,Workday,11:00,267.708
G25,Nov,Workday,11:15,266.144
G25,Nov,Workday,11:30,265.416
G25,Nov,Workday,11:45,262.272
G25,Nov,Workday,12:00,252.604
G25,Nov,Workday,12:15,245.872
G25,Nov,Workday,12:30,239.692
G25,Nov,Workday,12:45,235.448
G25,Nov,Workday,13:00,232.268
G25,Nov,Workday,13:15,228.24
G25,Nov,Workday,13:30,225.196
G25,Nov,Workday,13:45,225.208
G25,Nov,Workday,14:00,226.412
G25,Nov,Workday,14:15,226.316
G25,Nov,Workday,14:30,226.984
G25,Nov,Workday,14:45,223.78
G25,Nov,Workday,15:00,220.916
G25,Nov,Workday,15:15,218.172
G25,Nov,Workday,15:30,215.78
G25,Nov,Workday,15:45,212.148
G25,Nov,Workday,16:00,207.788
G25,Nov,Workday,16:15,205.356
G25,Nov,Workday,16:30,200.852
G25,Nov,Workday,16:45,197.464
G25,Nov,Workday,17:00,190.92
G25,Nov,Workday,17:15,184.976
G25,Nov,Workday,17:30,178.42
G25,Nov,Workday,17:45,171.56
G25,Nov,Workday,18:00,157.392
G25,Nov,Workday,18:15,146.004
G25,Nov,Workday,18:30,133.9
G25,Nov,Workday,18:45,126.092
G25,Nov,Workday,19:00,117.772
G25,Nov,Workday,19:15,110.52
G25,Nov,Workday,19:30,105.312
G25,Nov,Workday,19:45,101.112
G25,Nov,Workday,20:00,95.128
G25,Nov,Workday,20:15,90.808
G25,Nov,Workday,20:30,87.728
G25,Nov,Workday,20:45,84.656
G25,Nov,Workday,21:00,81.7
G25,Nov,Workday,21:15,78.88
G25,Nov,Workday,21:30,75.764
G25,Nov,Workday,21:45,73.188
G25,Nov,Workday,22:00,69.608
G25,Nov,Workday,22:15,67.444
G25,Nov,Workday,22:30,65.856
G25,Nov,Workday,22:45,64.088
G25,Nov,Workday,23:00,62.504
G25,Nov,Workday,23:15,61.2
G25,Nov,Workday,23:30,60.488
